date,sym,open,high,low,close,roll_rth,n_hours,atr_hl,atr_tr,atr_trr,atr_tr_wilder,n_atr_obs_prior
2021-04-21,NQM1,13747.0,13926.5,13700.5,13918.75,0,7,144.375,186.125,186.125,217.50715935177283,67
2021-04-22,NQM1,13901.0,13944.75,13701.75,13750.5,0,7,145.875,183.5,183.5,218.1137908266462,68
2021-04-23,NQM1,13776.5,13981.0,13776.0,13925.0,0,7,157.53571428571428,183.92857142857142,183.92857142857142,219.8913771961715,69
2021-04-26,NQM1,13933.75,14026.25,13902.25,14014.0,0,7,157.48214285714286,178.91071428571428,178.91071428571428,220.64913596787352,70
2021-04-27,NQM1,14025.0,14034.75,13912.5,13951.5,0,7,158.03571428571428,179.46428571428572,179.46428571428572,213.74562625588257,71
2021-04-28,NQM1,13939.75,13982.25,13878.0,13895.75,0,7,157.58928571428572,179.01785714285714,179.01785714285714,207.2102243804624,72
2021-04-29,NQM1,14042.0,14060.75,13818.5,13955.0,0,7,160.5,175.73214285714286,175.73214285714286,199.8559226390008,73
2021-04-30,NQM1,13853.0,13956.75,13825.0,13861.0,0,7,164.83928571428572,180.07142857142858,180.07142857142858,202.8840710219293,74
2021-05-03,NQM1,13915.0,13947.5,13772.0,13790.5,0,7,167.33928571428572,182.53571428571428,182.53571428571428,197.80306594893435,75
2021-05-04,NQM1,13683.25,13696.5,13380.75,13543.25,0,7,170.78571428571428,182.07142857142858,182.07142857142858,196.20998980972473,76
2021-05-05,NQM1,13629.25,13665.5,13462.75,13494.0,0,7,177.92857142857142,195.92857142857142,195.92857142857142,211.46284768045868,77
2021-05-06,NQM1,13484.75,13603.75,13388.75,13596.5,0,7,184.46428571428572,194.28571428571428,194.28571428571428,210.84050141756876,78
2021-05-07,NQM1,13714.5,13810.5,13661.5,13706.5,0,7,193.58928571428572,203.41071428571428,203.41071428571428,211.137608459171,79
2021-05-10,NQM1,13649.75,13657.75,13352.5,13356.25,0,7,190.5,203.67857142857142,203.67857142857142,211.34206499780163,80
2021-05-11,NQM1,13113.25,13375.75,13084.75,13344.0,0,7,197.26785714285714,213.92857142857142,213.92857142857142,221.53191749795866,81
2021-05-12,NQM1,13132.75,13231.5,12959.75,12998.5,0,7,201.91071428571428,218.57142857142858,218.57142857142858,226.4939233909616,82
2021-05-13,NQM1,13121.0,13223.75,12997.25,13097.5,0,7,203.96428571428572,228.66071428571428,228.66071428571428,237.7622145773215,83
2021-05-14,NQM1,13232.0,13426.25,13208.75,13384.5,0,7,205.5,228.375,228.375,236.9577706789414,84
2021-05-17,NQM1,13313.5,13343.0,13182.75,13305.75,0,7,212.17857142857142,243.0,243.0,243.51435848758842,85
2021-05-18,NQM1,13345.0,13396.5,13203.75,13213.25,0,7,214.89285714285714,248.67857142857142,248.67857142857142,240.53119002418927,86
2021-05-19,NQM1,12984.5,13243.0,12969.5,13230.5,0,7,221.21428571428572,255.0,255.0,237.11824787960433,87
2021-05-20,NQM1,13292.0,13522.75,13281.25,13486.5,0,7,223.44642857142858,257.23214285714283,257.23214285714283,239.71694445963257,88
2021-05-21,NQM1,13551.75,13570.0,13395.75,13409.0,0,7,231.28571428571428,268.69642857142856,268.69642857142856,243.46930556965881,89
2021-05-24,NQM1,13509.0,13686.0,13493.5,13637.5,0,7,231.19642857142858,268.60714285714283,268.60714285714283,238.52506945754035,90
2021-05-25,NQM1,13701.25,13732.5,13606.75,13656.25,0,7,222.39285714285714,259.125,259.125,241.27327878200177,91
2021-05-26,NQM1,13685.75,13724.75,13656.0,13701.75,0,7,216.89285714285714,253.625,253.625,233.0216160118588,92
2021-05-27,NQM1,13685.25,13720.75,13644.0,13652.25,0,7,206.44642857142858,243.17857142857142,243.17857142857142,221.2879291538689,93
2021-05-28,NQM1,13703.5,13763.5,13682.0,13690.5,0,7,201.28571428571428,233.375,233.375,210.96379135716398,94
2021-05-31,NQM1,13677.75,13680.0,13651.5,13654.75,0,4,185.30357142857142,216.03571428571428,216.03571428571428,203.84137768879512,95
2021-06-01,NQM1,13752.25,13773.0,13592.25,13651.0,0,7,166.55357142857142,198.03571428571428,198.03571428571428,192.0669935681669,96
2021-06-02,NQM1,13667.0,13712.75,13603.25,13674.25,0,7,160.05357142857142,183.5,183.5,191.25863688472643,97
2021-06-03,NQM1,13555.5,13609.5,13462.25,13528.25,0,7,151.69642857142858,175.14285714285714,175.14285714285714,185.4187342501031,98
2021-06-04,NQM1,13610.0,13783.75,13605.5,13766.5,0,7,146.67857142857142,166.80357142857142,166.80357142857142,187.31739608938145,99
2021-06-07,NQM1,13738.25,13808.5,13712.5,13802.5,0,7,147.96428571428572,170.64285714285714,170.64285714285714,192.18758208299707,100
2021-06-08,NQM1,13878.75,13917.25,13741.75,13809.0,0,7,141.05357142857142,163.73214285714286,163.73214285714286,185.31704050564014,101
2021-06-09,NQM1,13871.0,13904.25,13808.5,13815.75,0,7,134.05357142857142,156.73214285714286,156.73214285714286,184.61582332666583,102
2021-06-10,NQM1,13831.0,13964.75,13811.25,13959.75,0,7,123.64285714285714,142.69642857142858,142.69642857142858,178.26826451761826,103
2021-06-11,NQM1,13960.0,13988.75,13932.25,13986.25,1,7,122.16071428571429,141.21428571428572,141.21428571428572,176.4991027663598,104
2021-06-14,NQU1,14007.5,14123.5,13957.0,14123.5,0,7,112.44642857142857,125.46428571428571,125.46428571428571,167.9277382830484,105
2021-06-15,NQU1,14110.0,14122.5,14000.75,14027.25,0,7,115.35714285714286,128.375,128.375,167.82575697711636,106
2021-06-16,NQU1,14050.25,14095.75,13830.25,13975.75,0,7,119.14285714285714,132.23214285714286,132.23214285714286,164.60606005017945,107
2021-06-17,NQU1,13934.25,14199.0,13932.0,14156.25,0,7,132.625,145.71428571428572,145.71428571428572,171.8127700465952,108
2021-06-18,NQU1,14080.5,14131.5,14010.0,14041.75,0,7,145.875,156.83928571428572,156.83928571428572,178.61185790040983,109
2021-06-21,NQU1,14052.0,14144.0,13958.5,14128.25,0,7,152.51785714285714,164.5,164.5,176.30029662180914,110
2021-06-22,NQU1,14120.0,14279.25,14107.5,14257.75,0,7,152.85714285714286,164.83928571428572,164.83928571428572,176.95741829167991,111
2021-06-23,NQU1,14258.0,14315.75,14231.75,14263.0,0,7,157.30357142857142,169.28571428571428,169.28571428571428,176.58545984227422,112
2021-06-24,NQU1,14349.75,14422.0,14327.25,14354.25,0,7,152.78571428571428,160.14285714285714,160.14285714285714,169.9722127106832,113
2021-06-25,NQU1,14379.5,14390.5,14313.25,14338.75,0,7,146.82142857142858,153.25,153.25,169.1884832313487,114
2021-06-28,NQU1,14394.0,14519.75,14390.75,14511.25,0,7,145.48214285714286,151.91071428571428,151.91071428571428,162.6214487148238,115
2021-06-29,NQU1,14505.75,14566.75,14470.5,14564.0,0,7,142.16071428571428,152.30357142857142,152.30357142857142,163.93420237805068,116
2021-06-30,NQU1,14558.75,14576.75,14518.25,14543.5,0,7,142.19642857142858,152.33928571428572,152.33928571428572,159.09961649390422,117
2021-07-01,NQU1,14527.75,14570.0,14471.0,14547.75,0,7,135.41071428571428,145.55357142857142,145.55357142857142,151.9139296014825,118
2021-07-02,NQU1,14629.0,14729.0,14619.25,14714.75,0,7,138.44642857142858,148.58928571428572,148.58928571428572,148.1343632013766,119
2021-07-05,NQU1,14704.0,14704.5,14689.25,14693.25,0,4,134.39285714285714,149.64285714285714,149.64285714285714,150.49976582984968,120
2021-07-06,NQU1,14740.5,14790.0,14625.25,14776.5,0,7,126.78571428571429,142.69642857142858,142.69642857142858,141.57121112771756,121
2021-07-07,NQU1,14871.25,14883.75,14726.25,14802.25,0,7,119.58928571428571,135.5,135.5,143.22683890430918,122
2021-07-08,NQU1,14594.0,14755.0,14540.5,14722.75,0,7,111.76785714285714,127.67857142857143,127.67857142857143,144.24635041114422,123
2021-07-09,NQU1,14693.5,14832.0,14668.0,14810.25,0,7,118.41071428571429,135.92857142857142,135.92857142857142,152.63946823891962,124
2021-07-12,NQU1,14870.75,14888.5,14802.25,14868.5,0,7,116.875,134.39285714285714,134.39285714285714,153.45093479328247,125
2021-07-13,NQU1,14853.0,14994.75,14833.5,14865.25,0,7,110.76785714285714,128.28571428571428,128.28571428571428,148.65086802233373,126
2021-07-14,NQU1,14969.0,14996.0,14862.0,14894.5,0,7,116.28571428571429,133.80357142857142,133.80357142857142,149.55080602073846,127
2021-07-15,NQU1,14893.0,14902.25,14708.25,14790.5,0,7,119.08928571428571,132.01785714285714,132.01785714285714,148.44003416211427,128
2021-07-16,NQU1,14829.75,14869.5,14656.0,14673.25,0,7,127.42857142857143,140.35714285714286,140.35714285714286,151.69431743624895,129
2021-07-19,NQU1,14528.75,14574.5,14445.0,14553.5,0,7,133.46428571428572,142.67857142857142,142.67857142857142,156.10900904794545,130
2021-07-20,NQU1,14591.5,14782.5,14516.75,14718.5,0,7,135.83928571428572,152.10714285714286,152.10714285714286,161.2619369730922,131
2021-07-21,NQU1,14702.0,14832.5,14692.25,14828.0,0,7,150.64285714285714,166.91071428571428,166.91071428571428,168.72537004644275,132
2021-07-22,NQU1,14840.0,14930.75,14839.5,14929.0,0,7,153.58928571428572,169.85714285714286,169.85714285714286,166.69141504312543,133
2021-07-23,NQU1,14985.75,15117.25,14934.25,15098.75,0,7,152.26785714285714,164.25,164.25,162.1241711114736,134
2021-07-26,NQU1,15075.5,15134.0,15040.25,15117.0,0,7,164.25,175.875,175.875,163.99030174636832,135
2021-07-27,NQU1,15105.25,15107.0,14774.25,14950.25,0,7,159.17857142857142,170.80357142857142,170.80357142857142,158.97313733591344,136
2021-07-28,NQU1,14998.25,15074.5,14901.5,15006.0,0,7,171.69642857142858,184.03571428571428,184.03571428571428,172.10005609763388,137
2021-07-29,NQU1,14983.25,15084.0,14982.25,15035.25,0,7,168.73214285714286,177.69642857142858,177.69642857142858,172.16433780494575,138
2021-07-30,NQU1,14869.0,14980.0,14866.0,14954.75,0,7,164.28571428571428,173.25,173.25,167.13474224744962,139
2021-08-02,NQU1,15027.75,15051.5,14932.25,14954.75,0,7,166.26785714285714,179.17857142857142,179.17857142857142,167.2858320869175,140
2021-08-03,NQU1,14986.0,15050.0,14849.0,15044.0,0,7,163.26785714285714,176.17857142857142,176.17857142857142,163.85470122356625,141
2021-08-04,NQU1,15044.75,15108.0,14997.0,15069.0,0,7,168.05357142857142,180.96428571428572,180.96428571428572,166.50793685045437,142
2021-08-05,NQU1,15101.5,15172.25,15073.0,15166.25,0,7,162.125,175.03571428571428,175.03571428571428,162.54308421827906,143
2021-08-06,NQU1,15109.25,15150.0,15047.25,15096.25,0,7,153.96428571428572,167.16071428571428,167.16071428571428,158.30786391697342,144
2021-08-09,NQU1,15115.5,15145.5,15069.0,15122.75,0,7,152.05357142857142,159.35714285714286,159.35714285714286,155.5001593514753,145
2021-08-10,NQU1,15144.5,15157.25,14994.5,15046.25,0,7,138.53571428571428,145.83928571428572,145.83928571428572,149.85729082636993,146
2021-08-11,NQU1,15098.25,15119.0,14963.0,15021.75,0,7,140.14285714285714,147.44642857142858,147.44642857142858,150.77819862448638,147
2021-08-12,NQU1,14999.5,15090.5,14941.25,15076.25,0,7,144.76785714285714,151.25,151.25,151.1511844370231,148
2021-08-13,NQU1,15089.0,15141.75,15068.25,15126.25,0,7,142.35714285714286,148.46428571428572,148.46428571428572,151.01538554866428,149
2021-08-16,NQU1,15079.75,15137.0,14917.25,15134.0,0,7,140.91071428571428,147.01785714285714,147.01785714285714,145.47857229518826,150
2021-08-17,NQU1,15017.0,15058.0,14897.0,15000.5,0,7,132.83928571428572,138.23214285714286,138.23214285714286,150.78367427410336,151
2021-08-18,NQU1,14978.75,15037.25,14842.25,14856.25,0,7,131.98214285714286,142.80357142857142,142.80357142857142,156.94198325452453,152
2021-08-19,NQU1,14774.5,14999.0,14763.75,14929.0,0,7,138.64285714285714,149.46428571428572,149.46428571428572,159.6604130220585,153
2021-08-20,NQU1,14973.5,15100.0,14959.0,15083.5,0,7,147.30357142857142,154.17857142857142,154.17857142857142,165.0596692347686,154
2021-08-23,NQU1,15127.0,15337.5,15124.75,15306.25,0,7,148.85714285714286,157.875,157.875,165.4839785751423,155
2021-08-24,NQU1,15333.25,15380.5,15313.0,15356.0,0,7,149.69642857142858,161.66071428571428,161.66071428571428,171.8065515340607,156
2021-08-25,NQU1,15365.25,15397.0,15333.0,15362.5,0,7,146.58928571428572,159.03571428571428,159.03571428571428,164.83822642448493,157
2021-08-26,NQU1,15335.5,15365.0,15255.25,15273.75,0,7,144.07142857142858,156.23214285714286,156.23214285714286,157.63549596559315,158
2021-08-27,NQU1,15301.0,15443.75,15280.0,15424.5,0,7,144.57142857142858,155.57142857142858,155.57142857142858,154.21510339662223,159
2021-08-30,NQU1,15455.5,15617.75,15455.25,15599.25,0,7,150.80357142857142,162.25,162.25,155.3425960111492,160
2021-08-31,NQU1,15607.5,15609.25,15517.75,15584.5,0,7,150.78571428571428,164.42857142857142,164.42857142857142,158.05026772463856,161
2021-09-01,NQU1,15630.0,15699.0,15603.0,15611.5,0,7,146.17857142857142,159.82142857142858,159.82142857142858,153.29667717287865,162
2021-09-02,NQU1,15668.25,15682.0,15551.75,15605.0,0,7,142.375,157.33928571428572,157.33928571428572,150.52548594624446,163
2021-09-03,NQU1,15555.75,15669.75,15554.25,15652.5,0,7,146.42857142857142,161.39285714285714,161.39285714285714,149.07723695008414,164
2021-09-06,NQU1,15688.5,15707.75,15686.75,15701.25,0,4,138.98214285714286,153.94642857142858,153.94642857142858,146.67886288222098,165
2021-09-07,NQU1,15655.0,15701.5,15606.75,15673.25,0,7,128.98214285714286,140.96428571428572,140.96428571428572,140.1482298192052,166
2021-09-08,NQU1,15666.0,15667.25,15523.75,15622.75,0,7,121.82142857142857,133.80357142857142,133.80357142857142,136.9054991178334,167
2021-09-09,NQU1,15630.5,15675.75,15555.25,15564.0,0,7,115.26785714285714,127.67857142857143,127.67857142857143,137.80510632370243,168
2021-09-10,NQZ1,15629.5,15660.0,15425.75,15437.75,1,7,113.80357142857143,124.07142857142857,124.07142857142857,136.5690273005808,169
2021-09-13,NQZ1,15539.25,15557.5,15342.75,15431.0,0,7,115.33928571428571,122.66071428571429,122.66071428571429,143.5462396362536,170
2021-09-14,NQZ1,15492.75,15524.25,15344.5,15382.75,0,7,125.85714285714286,132.69642857142858,132.69642857142858,148.63222251937833,171
2021-09-15,NQZ1,15405.0,15514.5,15307.75,15497.25,0,7,134.125,140.96428571428572,140.96428571428572,150.8549209108513,172
2021-09-16,NQZ1,15441.75,15532.5,15358.75,15510.25,0,7,141.05357142857142,147.89285714285714,147.89285714285714,154.8474265600762,173
2021-09-17,NQZ1,15483.75,15485.0,15276.25,15322.0,0,7,141.76785714285714,148.16071428571428,148.16071428571428,156.1976103772136,174
2021-09-20,NQZ1,15076.0,15151.25,14807.5,15004.5,0,7,145.07142857142858,151.07142857142858,151.07142857142858,161.75492392169832,175
2021-09-21,NQZ1,15082.25,15131.75,14974.5,15018.5,0,7,163.08928571428572,181.28571428571428,181.28571428571428,186.95100078443417,176
2021-09-22,NQZ1,15062.0,15227.0,15014.75,15161.75,0,7,167.46428571428572,184.33928571428572,184.33928571428572,184.82950072840316,177
2021-09-23,NQZ1,15210.75,15347.0,15182.0,15299.5,0,7,173.32142857142858,190.19642857142858,190.19642857142858,186.7881078192315,178
2021-09-24,NQZ1,15206.5,15334.25,15189.75,15315.75,0,7,176.85714285714286,195.17857142857142,195.17857142857142,186.6782429750007,179
2021-09-27,NQZ1,15185.25,15230.75,15084.0,15194.25,0,7,185.67857142857142,201.55357142857142,201.55357142857142,183.66551133392923,180
2021-09-28,NQZ1,15001.5,15029.0,14740.75,14764.25,0,7,189.39285714285714,211.33928571428572,211.33928571428572,187.10011766722002,181
2021-09-29,NQZ1,14817.75,14906.25,14711.0,14742.25,0,7,199.73214285714286,233.05357142857142,233.05357142857142,206.12868069099002,182
2021-09-30,NQZ1,14809.75,14878.75,14670.25,14675.75,0,7,205.07142857142858,238.39285714285714,238.39285714285714,205.351632070205,183
2021-10-01,NQZ1,14710.0,14818.0,14537.0,14770.5,0,7,203.23214285714286,236.55357142857142,236.55357142857142,205.57651549376178,184
2021-10-04,NQZ1,14704.25,14720.0,14367.75,14468.0,0,7,207.96428571428572,241.28571428571428,241.28571428571428,210.96390724420735,185
2021-10-05,NQZ1,14507.0,14754.75,14497.5,14658.5,0,7,220.28571428571428,257.2142857142857,257.2142857142857,224.66291386962112,186
2021-10-06,NQZ1,14522.0,14765.0,14483.75,14754.0,0,7,223.89285714285714,262.92857142857144,262.92857142857144,229.09770573607676,187
2021-10-07,NQZ1,14882.25,15001.25,14859.25,14886.5,0,7,231.57142857142858,270.60714285714283,270.60714285714283,232.8228696120713,188
2021-10-08,NQZ1,14933.25,14943.0,14790.75,14811.0,0,7,226.80357142857142,271.55357142857144,271.55357142857144,233.85337892549478,189
2021-10-11,NQZ1,14748.25,14897.25,14696.25,14699.75,0,7,213.125,245.67857142857142,245.67857142857142,228.02456614510228,190
2021-10-12,NQZ1,14759.75,14779.0,14621.5,14650.0,0,7,216.25,248.80357142857142,248.80357142857142,226.09423999188067,191
2021-10-13,NQZ1,14746.75,14795.75,14660.5,14766.25,0,7,212.33928571428572,244.89285714285714,244.89285714285714,221.19465142103203,192
2021-10-14,NQZ1,14919.25,15048.75,14890.5,15037.0,0,7,210.21428571428572,242.07142857142858,242.07142857142858,215.80574774810117,193
2021-10-15,NQZ1,15088.75,15137.75,15046.0,15135.25,0,7,211.19642857142858,251.92857142857142,251.92857142857142,220.5696229089511,194
