unix_ms,t_et,state
1722523500000,2024-08-01 10:45:00,short
1722555900000,2024-08-01 19:45:00,long
1722627900000,2024-08-02 15:45:00,none
1722631500000,2024-08-02 16:45:00,none
1722872700000,2024-08-05 11:45:00,none
1722876300000,2024-08-05 12:45:00,none
1722879900000,2024-08-05 13:45:00,none
1722883500000,2024-08-05 14:45:00,none
1722887100000,2024-08-05 15:45:00,none
1722890700000,2024-08-05 16:45:00,none
1722897900000,2024-08-05 18:45:00,long
1722901500000,2024-08-05 19:45:00,long
1722933900000,2024-08-06 04:45:00,none
1722937500000,2024-08-06 05:45:00,none
1722941100000,2024-08-06 06:45:00,none
1722944700000,2024-08-06 07:45:00,long
1722948300000,2024-08-06 08:45:00,none
1722951900000,2024-08-06 09:45:00,none
1722959100000,2024-08-06 11:45:00,none
1722977100000,2024-08-06 16:45:00,long
1722984300000,2024-08-06 18:45:00,long
1722987900000,2024-08-06 19:45:00,long
1723031100000,2024-08-07 07:45:00,none
1723045500000,2024-08-07 11:45:00,none
1723049100000,2024-08-07 12:45:00,none
1723052700000,2024-08-07 13:45:00,none
1723056300000,2024-08-07 14:45:00,none
1723059900000,2024-08-07 15:45:00,none
1723106700000,2024-08-08 04:45:00,long
1723110300000,2024-08-08 05:45:00,none
1723113900000,2024-08-08 06:45:00,long
1723117500000,2024-08-08 07:45:00,long
1723193100000,2024-08-09 04:45:00,none
1723196700000,2024-08-09 05:45:00,none
1723200300000,2024-08-09 06:45:00,none
1723203900000,2024-08-09 07:45:00,long
1723207500000,2024-08-09 08:45:00,none
1723211100000,2024-08-09 09:45:00,none
1723214700000,2024-08-09 10:45:00,long
1723218300000,2024-08-09 11:45:00,long
1723221900000,2024-08-09 12:45:00,long
1723225500000,2024-08-09 13:45:00,none
1723229100000,2024-08-09 14:45:00,none
1723232700000,2024-08-09 15:45:00,none
1723236300000,2024-08-09 16:45:00,none
1723452300000,2024-08-12 04:45:00,none
1723455900000,2024-08-12 05:45:00,none
1723459500000,2024-08-12 06:45:00,none
1723470300000,2024-08-12 09:45:00,long
1723477500000,2024-08-12 11:45:00,none
1723484700000,2024-08-12 13:45:00,long
1723488300000,2024-08-12 14:45:00,none
1723491900000,2024-08-12 15:45:00,long
1723495500000,2024-08-12 16:45:00,none
1723502700000,2024-08-12 18:45:00,long
1723506300000,2024-08-12 19:45:00,long
1723538700000,2024-08-13 04:45:00,none
1723545900000,2024-08-13 06:45:00,none
1723549500000,2024-08-13 07:45:00,long
1723643100000,2024-08-14 09:45:00,long
1723646700000,2024-08-14 10:45:00,long
1723653900000,2024-08-14 12:45:00,long
1723657500000,2024-08-14 13:45:00,none
1723711500000,2024-08-15 04:45:00,none
1723715100000,2024-08-15 05:45:00,none
1723718700000,2024-08-15 06:45:00,none
1723722300000,2024-08-15 07:45:00,none
1723765500000,2024-08-15 19:45:00,none
1723797900000,2024-08-16 04:45:00,none
1723801500000,2024-08-16 05:45:00,none
1723805100000,2024-08-16 06:45:00,none
1723826700000,2024-08-16 12:45:00,short
1723830300000,2024-08-16 13:45:00,short
1723833900000,2024-08-16 14:45:00,none
1723837500000,2024-08-16 15:45:00,none
1724071500000,2024-08-19 08:45:00,none
1724075100000,2024-08-19 09:45:00,none
1724078700000,2024-08-19 10:45:00,none
1724082300000,2024-08-19 11:45:00,none
1724085900000,2024-08-19 12:45:00,none
1724089500000,2024-08-19 13:45:00,none
1724147100000,2024-08-20 05:45:00,none
1724150700000,2024-08-20 06:45:00,none
1724154300000,2024-08-20 07:45:00,none
1724179500000,2024-08-20 14:45:00,none
1724183100000,2024-08-20 15:45:00,none
1724186700000,2024-08-20 16:45:00,none
1724244300000,2024-08-21 08:45:00,none
1724247900000,2024-08-21 09:45:00,none
1724251500000,2024-08-21 10:45:00,short
1724255100000,2024-08-21 11:45:00,none
1724258700000,2024-08-21 12:45:00,none
1724262300000,2024-08-21 13:45:00,none
1724265900000,2024-08-21 14:45:00,none
1724269500000,2024-08-21 15:45:00,none
1724273100000,2024-08-21 16:45:00,short
1724280300000,2024-08-21 18:45:00,short
1724283900000,2024-08-21 19:45:00,short
1724316300000,2024-08-22 04:45:00,short
1724319900000,2024-08-22 05:45:00,short
1724323500000,2024-08-22 06:45:00,short
1724327100000,2024-08-22 07:45:00,none
1724330700000,2024-08-22 08:45:00,short
1724334300000,2024-08-22 09:45:00,short
1724370300000,2024-08-22 19:45:00,none
1724402700000,2024-08-23 04:45:00,none
1724406300000,2024-08-23 05:45:00,none
1724409900000,2024-08-23 06:45:00,none
1724413500000,2024-08-23 07:45:00,none
1724417100000,2024-08-23 08:45:00,none
1724420700000,2024-08-23 09:45:00,none
1724424300000,2024-08-23 10:45:00,long
1724427900000,2024-08-23 11:45:00,none
1724431500000,2024-08-23 12:45:00,none
1724435100000,2024-08-23 13:45:00,none
1724438700000,2024-08-23 14:45:00,none
1724442300000,2024-08-23 15:45:00,none
1724690700000,2024-08-26 12:45:00,none
1724748300000,2024-08-27 04:45:00,none
1724751900000,2024-08-27 05:45:00,none
1724759100000,2024-08-27 07:45:00,none
1724769900000,2024-08-27 10:45:00,none
1724780700000,2024-08-27 13:45:00,none
1724784300000,2024-08-27 14:45:00,none
1724787900000,2024-08-27 15:45:00,none
1724791500000,2024-08-27 16:45:00,none
1724798700000,2024-08-27 18:45:00,none
1724802300000,2024-08-27 19:45:00,none
1724921100000,2024-08-29 04:45:00,long
1724928300000,2024-08-29 06:45:00,none
1724935500000,2024-08-29 08:45:00,none
1724957100000,2024-08-29 14:45:00,long
1724960700000,2024-08-29 15:45:00,none
1724964300000,2024-08-29 16:45:00,none
1724971500000,2024-08-29 18:45:00,none
1725018300000,2024-08-30 07:45:00,none
1725043500000,2024-08-30 14:45:00,none
1725353100000,2024-09-03 04:45:00,none
1725439500000,2024-09-04 04:45:00,none
1725443100000,2024-09-04 05:45:00,none
1725446700000,2024-09-04 06:45:00,none
1725450300000,2024-09-04 07:45:00,none
1725453900000,2024-09-04 08:45:00,none
1725457500000,2024-09-04 09:45:00,short
1725461100000,2024-09-04 10:45:00,short
1725464700000,2024-09-04 11:45:00,none
1725468300000,2024-09-04 12:45:00,long
1725471900000,2024-09-04 13:45:00,long
1725475500000,2024-09-04 14:45:00,long
1725479100000,2024-09-04 15:45:00,long
1725482700000,2024-09-04 16:45:00,none
1725489900000,2024-09-04 18:45:00,long
1725493500000,2024-09-04 19:45:00,long
1725525900000,2024-09-05 04:45:00,none
1725529500000,2024-09-05 05:45:00,none
1725533100000,2024-09-05 06:45:00,none
1725536700000,2024-09-05 07:45:00,none
1725543900000,2024-09-05 09:45:00,none
1725547500000,2024-09-05 10:45:00,none
1725558300000,2024-09-05 13:45:00,none
1725561900000,2024-09-05 14:45:00,long
1725569100000,2024-09-05 16:45:00,none
1725576300000,2024-09-05 18:45:00,none
1725579900000,2024-09-05 19:45:00,none
1725626700000,2024-09-06 08:45:00,none
1725641100000,2024-09-06 12:45:00,none
1725871500000,2024-09-09 04:45:00,none
1725893100000,2024-09-09 10:45:00,none
1725957900000,2024-09-10 04:45:00,long
1725961500000,2024-09-10 05:45:00,none
1725965100000,2024-09-10 06:45:00,long
1725968700000,2024-09-10 07:45:00,none
1725979500000,2024-09-10 10:45:00,none
1725983100000,2024-09-10 11:45:00,none
1725986700000,2024-09-10 12:45:00,none
1725990300000,2024-09-10 13:45:00,none
1726044300000,2024-09-11 04:45:00,long
1726047900000,2024-09-11 05:45:00,none
1726058700000,2024-09-11 08:45:00,none
1726062300000,2024-09-11 09:45:00,none
1726069500000,2024-09-11 11:45:00,long
1726073100000,2024-09-11 12:45:00,none
1726076700000,2024-09-11 13:45:00,none
1726130700000,2024-09-12 04:45:00,long
1726134300000,2024-09-12 05:45:00,none
1726137900000,2024-09-12 06:45:00,long
1726141500000,2024-09-12 07:45:00,none
1726145100000,2024-09-12 08:45:00,none
1726148700000,2024-09-12 09:45:00,long
1726152300000,2024-09-12 10:45:00,long
1726155900000,2024-09-12 11:45:00,none
1726159500000,2024-09-12 12:45:00,none
1726217100000,2024-09-13 04:45:00,none
1726220700000,2024-09-13 05:45:00,none
1726476300000,2024-09-16 04:45:00,none
1726483500000,2024-09-16 06:45:00,long
1726487100000,2024-09-16 07:45:00,none
1726490700000,2024-09-16 08:45:00,none
1726591500000,2024-09-17 12:45:00,none
1726649100000,2024-09-18 04:45:00,none
1726652700000,2024-09-18 05:45:00,none
1726656300000,2024-09-18 06:45:00,none
1726663500000,2024-09-18 08:45:00,none
1726699500000,2024-09-18 18:45:00,short
1726703100000,2024-09-18 19:45:00,none
1726753500000,2024-09-19 09:45:00,none
1726775100000,2024-09-19 15:45:00,none
1726778700000,2024-09-19 16:45:00,none
1726785900000,2024-09-19 18:45:00,none
1726789500000,2024-09-19 19:45:00,none
1726836300000,2024-09-20 08:45:00,none
1726861500000,2024-09-20 15:45:00,none
1726865100000,2024-09-20 16:45:00,none
1727088300000,2024-09-23 06:45:00,none
1727095500000,2024-09-23 08:45:00,none
1727099100000,2024-09-23 09:45:00,none
1727102700000,2024-09-23 10:45:00,none
1727106300000,2024-09-23 11:45:00,short
1727117100000,2024-09-23 14:45:00,none
1727120700000,2024-09-23 15:45:00,none
1727131500000,2024-09-23 18:45:00,none
1727135100000,2024-09-23 19:45:00,short
1727167500000,2024-09-24 04:45:00,none
1727171100000,2024-09-24 05:45:00,none
1727174700000,2024-09-24 06:45:00,none
1727178300000,2024-09-24 07:45:00,none
1727181900000,2024-09-24 08:45:00,none
1727185500000,2024-09-24 09:45:00,none
1727196300000,2024-09-24 12:45:00,none
1727203500000,2024-09-24 14:45:00,none
1727207100000,2024-09-24 15:45:00,none
1727210700000,2024-09-24 16:45:00,none
1727217900000,2024-09-24 18:45:00,none
1727221500000,2024-09-24 19:45:00,none
1727264700000,2024-09-25 07:45:00,none
1727268300000,2024-09-25 08:45:00,none
1727271900000,2024-09-25 09:45:00,none
1727275500000,2024-09-25 10:45:00,none
1727279100000,2024-09-25 11:45:00,short
1727361900000,2024-09-26 10:45:00,none
1727390700000,2024-09-26 18:45:00,none
1727394300000,2024-09-26 19:45:00,none
1727426700000,2024-09-27 04:45:00,none
1727430300000,2024-09-27 05:45:00,none
1727437500000,2024-09-27 07:45:00,none
1727444700000,2024-09-27 09:45:00,none
1727455500000,2024-09-27 12:45:00,none
1727462700000,2024-09-27 14:45:00,none
1727714700000,2024-09-30 12:45:00,none
1727718300000,2024-09-30 13:45:00,none
1727721900000,2024-09-30 14:45:00,none
1727725500000,2024-09-30 15:45:00,none
1727772300000,2024-10-01 04:45:00,none
1727775900000,2024-10-01 05:45:00,none
1727779500000,2024-10-01 06:45:00,none
1727783100000,2024-10-01 07:45:00,none
1727786700000,2024-10-01 08:45:00,none
1727865900000,2024-10-02 06:45:00,none
1727873100000,2024-10-02 08:45:00,none
1727880300000,2024-10-02 10:45:00,none
1727883900000,2024-10-02 11:45:00,none
1727887500000,2024-10-02 12:45:00,none
1727891100000,2024-10-02 13:45:00,none
1727894700000,2024-10-02 14:45:00,none
1727898300000,2024-10-02 15:45:00,none
1727901900000,2024-10-02 16:45:00,none
1727909100000,2024-10-02 18:45:00,none
1727912700000,2024-10-02 19:45:00,none
1727959500000,2024-10-03 08:45:00,none
1727963100000,2024-10-03 09:45:00,none
1727977500000,2024-10-03 13:45:00,none
1727988300000,2024-10-03 16:45:00,none
1727995500000,2024-10-03 18:45:00,none
1728290700000,2024-10-07 04:45:00,short
1728294300000,2024-10-07 05:45:00,short
1728297900000,2024-10-07 06:45:00,short
1728301500000,2024-10-07 07:45:00,short
1728305100000,2024-10-07 08:45:00,none
1728308700000,2024-10-07 09:45:00,none
1728312300000,2024-10-07 10:45:00,none
1728315900000,2024-10-07 11:45:00,none
1728319500000,2024-10-07 12:45:00,short
1728323100000,2024-10-07 13:45:00,short
1728377100000,2024-10-08 04:45:00,none
1728380700000,2024-10-08 05:45:00,none
1728384300000,2024-10-08 06:45:00,none
1728387900000,2024-10-08 07:45:00,none
1728391500000,2024-10-08 08:45:00,none
1728395100000,2024-10-08 09:45:00,none
1728431100000,2024-10-08 19:45:00,none
1728463500000,2024-10-09 04:45:00,none
1728477900000,2024-10-09 08:45:00,none
1728549900000,2024-10-10 04:45:00,none
1728553500000,2024-10-10 05:45:00,none
1728557100000,2024-10-10 06:45:00,none
1728560700000,2024-10-10 07:45:00,none
1728564300000,2024-10-10 08:45:00,none
1728567900000,2024-10-10 09:45:00,none
1728571500000,2024-10-10 10:45:00,none
1728575100000,2024-10-10 11:45:00,none
1728578700000,2024-10-10 12:45:00,none
1728582300000,2024-10-10 13:45:00,none
1728589500000,2024-10-10 15:45:00,none
1728593100000,2024-10-10 16:45:00,none
1728600300000,2024-10-10 18:45:00,none
1728603900000,2024-10-10 19:45:00,none
1728654300000,2024-10-11 09:45:00,none
1728679500000,2024-10-11 16:45:00,none
1728981900000,2024-10-15 04:45:00,none
1728985500000,2024-10-15 05:45:00,none
1728989100000,2024-10-15 06:45:00,none
1728992700000,2024-10-15 07:45:00,none
1728996300000,2024-10-15 08:45:00,none
1728999900000,2024-10-15 09:45:00,none
1729068300000,2024-10-16 04:45:00,none
1729071900000,2024-10-16 05:45:00,none
1729075500000,2024-10-16 06:45:00,none
1729079100000,2024-10-16 07:45:00,none
1729089900000,2024-10-16 10:45:00,none
1729093500000,2024-10-16 11:45:00,long
1729097100000,2024-10-16 12:45:00,none
1729100700000,2024-10-16 13:45:00,none
1729104300000,2024-10-16 14:45:00,none
1729107900000,2024-10-16 15:45:00,none
1729111500000,2024-10-16 16:45:00,none
1729118700000,2024-10-16 18:45:00,none
1729122300000,2024-10-16 19:45:00,none
1729176300000,2024-10-17 10:45:00,none
1729179900000,2024-10-17 11:45:00,none
1729183500000,2024-10-17 12:45:00,none
1729187100000,2024-10-17 13:45:00,none
1729241100000,2024-10-18 04:45:00,none
1729244700000,2024-10-18 05:45:00,none
1729248300000,2024-10-18 06:45:00,none
1729259100000,2024-10-18 09:45:00,none
1729262700000,2024-10-18 10:45:00,none
1729277100000,2024-10-18 14:45:00,none
1729280700000,2024-10-18 15:45:00,none
1729500300000,2024-10-21 04:45:00,none
1729532700000,2024-10-21 13:45:00,none
1729543500000,2024-10-21 16:45:00,none
1729550700000,2024-10-21 18:45:00,none
1729554300000,2024-10-21 19:45:00,none
1729611900000,2024-10-22 11:45:00,none
1729615500000,2024-10-22 12:45:00,none
1729626300000,2024-10-22 15:45:00,none
1729629900000,2024-10-22 16:45:00,none
1729637100000,2024-10-22 18:45:00,none
1729640700000,2024-10-22 19:45:00,none
1729673100000,2024-10-23 04:45:00,none
1729712700000,2024-10-23 15:45:00,none
1729716300000,2024-10-23 16:45:00,none
1729723500000,2024-10-23 18:45:00,none
1729727100000,2024-10-23 19:45:00,none
1729759500000,2024-10-24 04:45:00,short
1729763100000,2024-10-24 05:45:00,short
1729766700000,2024-10-24 06:45:00,short
1729770300000,2024-10-24 07:45:00,none
1729773900000,2024-10-24 08:45:00,short
1729777500000,2024-10-24 09:45:00,none
1729781100000,2024-10-24 10:45:00,none
1729791900000,2024-10-24 13:45:00,none
1729799100000,2024-10-24 15:45:00,none
1729802700000,2024-10-24 16:45:00,none
1729809900000,2024-10-24 18:45:00,none
1729813500000,2024-10-24 19:45:00,none
1729881900000,2024-10-25 14:45:00,none
1729885500000,2024-10-25 15:45:00,none
1730115900000,2024-10-28 07:45:00,none
1730119500000,2024-10-28 08:45:00,none
1730123100000,2024-10-28 09:45:00,none
1730126700000,2024-10-28 10:45:00,none
1730130300000,2024-10-28 11:45:00,none
1730133900000,2024-10-28 12:45:00,none
1730137500000,2024-10-28 13:45:00,none
1730141100000,2024-10-28 14:45:00,none
1730144700000,2024-10-28 15:45:00,none
1730155500000,2024-10-28 18:45:00,none
1730191500000,2024-10-29 04:45:00,none
1730195100000,2024-10-29 05:45:00,none
1730198700000,2024-10-29 06:45:00,none
1730213100000,2024-10-29 10:45:00,none
1730216700000,2024-10-29 11:45:00,none
1730220300000,2024-10-29 12:45:00,none
1730223900000,2024-10-29 13:45:00,none
1730277900000,2024-10-30 04:45:00,none
1730281500000,2024-10-30 05:45:00,none
1730285100000,2024-10-30 06:45:00,none
1730288700000,2024-10-30 07:45:00,none
1730292300000,2024-10-30 08:45:00,none
1730299500000,2024-10-30 10:45:00,none
1730303100000,2024-10-30 11:45:00,none
1730306700000,2024-10-30 12:45:00,none
1730375100000,2024-10-31 07:45:00,none
1730378700000,2024-10-31 08:45:00,none
1730450700000,2024-11-01 04:45:00,none
1730454300000,2024-11-01 05:45:00,none
1730457900000,2024-11-01 06:45:00,none
1730461500000,2024-11-01 07:45:00,none
1730465100000,2024-11-01 08:45:00,none
1730468700000,2024-11-01 09:45:00,short
1730472300000,2024-11-01 10:45:00,short
1730475900000,2024-11-01 11:45:00,short
1730479500000,2024-11-01 12:45:00,short
1730483100000,2024-11-01 13:45:00,none
1730486700000,2024-11-01 14:45:00,none
1730490300000,2024-11-01 15:45:00,none
1730493900000,2024-11-01 16:45:00,none
1730713500000,2024-11-04 04:45:00,none
1730717100000,2024-11-04 05:45:00,none
1730720700000,2024-11-04 06:45:00,long
1730724300000,2024-11-04 07:45:00,none
1730727900000,2024-11-04 08:45:00,none
1730731500000,2024-11-04 09:45:00,none
1730735100000,2024-11-04 10:45:00,none
1730742300000,2024-11-04 12:45:00,long
1730745900000,2024-11-04 13:45:00,long
1730749500000,2024-11-04 14:45:00,long
1730753100000,2024-11-04 15:45:00,none
1730756700000,2024-11-04 16:45:00,long
1730763900000,2024-11-04 18:45:00,none
1730810700000,2024-11-05 07:45:00,none
1730915100000,2024-11-06 12:45:00,none
1730922300000,2024-11-06 14:45:00,none
1730925900000,2024-11-06 15:45:00,none
1730929500000,2024-11-06 16:45:00,none
1730972700000,2024-11-07 04:45:00,none
1730976300000,2024-11-07 05:45:00,none
1730979900000,2024-11-07 06:45:00,long
1730983500000,2024-11-07 07:45:00,none
1730987100000,2024-11-07 08:45:00,long
1730990700000,2024-11-07 09:45:00,none
1731059100000,2024-11-08 04:45:00,none
1731062700000,2024-11-08 05:45:00,long
1731066300000,2024-11-08 06:45:00,long
1731069900000,2024-11-08 07:45:00,long
1731073500000,2024-11-08 08:45:00,long
1731077100000,2024-11-08 09:45:00,none
1731080700000,2024-11-08 10:45:00,none
1731084300000,2024-11-08 11:45:00,none
1731087900000,2024-11-08 12:45:00,none
1731091500000,2024-11-08 13:45:00,none
1731095100000,2024-11-08 14:45:00,short
1731098700000,2024-11-08 15:45:00,short
1731102300000,2024-11-08 16:45:00,short
1731318300000,2024-11-11 04:45:00,short
1731321900000,2024-11-11 05:45:00,short
1731325500000,2024-11-11 06:45:00,short
1731329100000,2024-11-11 07:45:00,short
1731332700000,2024-11-11 08:45:00,none
1731357900000,2024-11-11 15:45:00,long
1731361500000,2024-11-11 16:45:00,none
1731419100000,2024-11-12 08:45:00,short
1731440700000,2024-11-12 14:45:00,none
1731491100000,2024-11-13 04:45:00,none
1731494700000,2024-11-13 05:45:00,none
1731498300000,2024-11-13 06:45:00,none
1731501900000,2024-11-13 07:45:00,none
1731505500000,2024-11-13 08:45:00,none
1731509100000,2024-11-13 09:45:00,none
1731512700000,2024-11-13 10:45:00,none
1731516300000,2024-11-13 11:45:00,none
1731519900000,2024-11-13 12:45:00,short
1731523500000,2024-11-13 13:45:00,short
1731527100000,2024-11-13 14:45:00,none
1731530700000,2024-11-13 15:45:00,none
1731534300000,2024-11-13 16:45:00,short
1731541500000,2024-11-13 18:45:00,none
1731577500000,2024-11-14 04:45:00,short
1731581100000,2024-11-14 05:45:00,none
1731584700000,2024-11-14 06:45:00,none
1731588300000,2024-11-14 07:45:00,short
1731591900000,2024-11-14 08:45:00,short
1731923100000,2024-11-18 04:45:00,none
1731926700000,2024-11-18 05:45:00,long
1731930300000,2024-11-18 06:45:00,none
1731933900000,2024-11-18 07:45:00,none
1731937500000,2024-11-18 08:45:00,long
1731941100000,2024-11-18 09:45:00,none
1731944700000,2024-11-18 10:45:00,none
1731948300000,2024-11-18 11:45:00,none
1731951900000,2024-11-18 12:45:00,none
1731955500000,2024-11-18 13:45:00,none
1731959100000,2024-11-18 14:45:00,none
1731962700000,2024-11-18 15:45:00,none
1731966300000,2024-11-18 16:45:00,none
1731973500000,2024-11-18 18:45:00,none
1732013100000,2024-11-19 05:45:00,none
1732016700000,2024-11-19 06:45:00,none
1732020300000,2024-11-19 07:45:00,none
1732027500000,2024-11-19 09:45:00,none
1732095900000,2024-11-20 04:45:00,none
1732099500000,2024-11-20 05:45:00,none
1732103100000,2024-11-20 06:45:00,none
1732110300000,2024-11-20 08:45:00,none
1732113900000,2024-11-20 09:45:00,none
1732117500000,2024-11-20 10:45:00,none
1732121100000,2024-11-20 11:45:00,none
1732124700000,2024-11-20 12:45:00,none
1732131900000,2024-11-20 14:45:00,none
1732135500000,2024-11-20 15:45:00,none
1732139100000,2024-11-20 16:45:00,none
1732146300000,2024-11-20 18:45:00,none
1732182300000,2024-11-21 04:45:00,long
1732185900000,2024-11-21 05:45:00,none
1732200300000,2024-11-21 09:45:00,none
1732203900000,2024-11-21 10:45:00,none
1732268700000,2024-11-22 04:45:00,long
1732272300000,2024-11-22 05:45:00,long
1732275900000,2024-11-22 06:45:00,long
1732279500000,2024-11-22 07:45:00,none
1732283100000,2024-11-22 08:45:00,none
1732293900000,2024-11-22 11:45:00,none
1732527900000,2024-11-25 04:45:00,none
1732531500000,2024-11-25 05:45:00,none
1732535100000,2024-11-25 06:45:00,none
1732538700000,2024-11-25 07:45:00,none
1732549500000,2024-11-25 10:45:00,none
1732553100000,2024-11-25 11:45:00,none
1732556700000,2024-11-25 12:45:00,none
1732560300000,2024-11-25 13:45:00,none
1732563900000,2024-11-25 14:45:00,long
1732567500000,2024-11-25 15:45:00,none
1732571100000,2024-11-25 16:45:00,none
1732578300000,2024-11-25 18:45:00,none
1732614300000,2024-11-26 04:45:00,none
1732617900000,2024-11-26 05:45:00,none
1732718700000,2024-11-27 09:45:00,none
1732873500000,2024-11-29 04:45:00,none
1732877100000,2024-11-29 05:45:00,none
1732880700000,2024-11-29 06:45:00,none
1732895100000,2024-11-29 10:45:00,none
1732898700000,2024-11-29 11:45:00,none
1733139000000,2024-12-02 06:30:00,none
1733142600000,2024-12-02 07:30:00,none
1733218200000,2024-12-03 04:30:00,none
1733221800000,2024-12-03 05:30:00,long
1733225400000,2024-12-03 06:30:00,none
1733236200000,2024-12-03 09:30:00,none
1733257800000,2024-12-03 15:30:00,none
1733261400000,2024-12-03 16:30:00,none
1733268600000,2024-12-03 18:30:00,none
1733398200000,2024-12-05 06:30:00,none
1733401800000,2024-12-05 07:30:00,none
1733412600000,2024-12-05 10:30:00,none
1733416200000,2024-12-05 11:30:00,none
1733423400000,2024-12-05 13:30:00,none
1733427000000,2024-12-05 14:30:00,none
1733477400000,2024-12-06 04:30:00,none
1733481000000,2024-12-06 05:30:00,none
1733484600000,2024-12-06 06:30:00,none
1733488200000,2024-12-06 07:30:00,none
1733491800000,2024-12-06 08:30:00,none
1733495400000,2024-12-06 09:30:00,none
1733506200000,2024-12-06 12:30:00,none
1733513400000,2024-12-06 14:30:00,none
1733517000000,2024-12-06 15:30:00,none
1733520600000,2024-12-06 16:30:00,none
1733736600000,2024-12-09 04:30:00,none
1733747400000,2024-12-09 07:30:00,none
1733823000000,2024-12-10 04:30:00,none
1733826600000,2024-12-10 05:30:00,short
1733830200000,2024-12-10 06:30:00,none
1733833800000,2024-12-10 07:30:00,none
1733837400000,2024-12-10 08:30:00,short
1733841000000,2024-12-10 09:30:00,short
1733844600000,2024-12-10 10:30:00,none
1733848200000,2024-12-10 11:30:00,none
1733851800000,2024-12-10 12:30:00,none
1733855400000,2024-12-10 13:30:00,none
1733859000000,2024-12-10 14:30:00,none
1733909400000,2024-12-11 04:30:00,none
1733916600000,2024-12-11 06:30:00,none
1733923800000,2024-12-11 08:30:00,none
1733959800000,2024-12-11 18:30:00,none
1733963400000,2024-12-11 19:30:00,long
1733995800000,2024-12-12 04:30:00,none
1733999400000,2024-12-12 05:30:00,long
1734003000000,2024-12-12 06:30:00,none
1734006600000,2024-12-12 07:30:00,none
1734010200000,2024-12-12 08:30:00,none
1734013800000,2024-12-12 09:30:00,none
1734017400000,2024-12-12 10:30:00,none
1734021000000,2024-12-12 11:30:00,long
1734024600000,2024-12-12 12:30:00,none
1734028200000,2024-12-12 13:30:00,none
1734100200000,2024-12-13 09:30:00,none
1734345000000,2024-12-16 05:30:00,none
1734427800000,2024-12-17 04:30:00,none
1734431400000,2024-12-17 05:30:00,none
1734435000000,2024-12-17 06:30:00,none
1734438600000,2024-12-17 07:30:00,none
1734442200000,2024-12-17 08:30:00,none
1734445800000,2024-12-17 09:30:00,none
1734449400000,2024-12-17 10:30:00,none
1734453000000,2024-12-17 11:30:00,none
1734456600000,2024-12-17 12:30:00,none
1734460200000,2024-12-17 13:30:00,none
1734463800000,2024-12-17 14:30:00,none
1734467400000,2024-12-17 15:30:00,none
1734471000000,2024-12-17 16:30:00,short
1734478200000,2024-12-17 18:30:00,none
1734481800000,2024-12-17 19:30:00,short
1734514200000,2024-12-18 04:30:00,none
1734532200000,2024-12-18 09:30:00,none
1734546600000,2024-12-18 13:30:00,none
1734600600000,2024-12-19 04:30:00,none
1734604200000,2024-12-19 05:30:00,none
1734607800000,2024-12-19 06:30:00,none
1734611400000,2024-12-19 07:30:00,short
1734615000000,2024-12-19 08:30:00,none
1734618600000,2024-12-19 09:30:00,none
1734622200000,2024-12-19 10:30:00,short
1734625800000,2024-12-19 11:30:00,short
1734629400000,2024-12-19 12:30:00,short
1734633000000,2024-12-19 13:30:00,short
1734636600000,2024-12-19 14:30:00,short
1734640200000,2024-12-19 15:30:00,none
1734643800000,2024-12-19 16:30:00,none
1734651000000,2024-12-19 18:30:00,short
1734654600000,2024-12-19 19:30:00,short
1734708600000,2024-12-20 10:30:00,long
1734946200000,2024-12-23 04:30:00,long
1734949800000,2024-12-23 05:30:00,none
1734953400000,2024-12-23 06:30:00,long
1734957000000,2024-12-23 07:30:00,long
1734960600000,2024-12-23 08:30:00,none
1734964200000,2024-12-23 09:30:00,long
1734967800000,2024-12-23 10:30:00,none
1734971400000,2024-12-23 11:30:00,long
1734975000000,2024-12-23 12:30:00,none
1734978600000,2024-12-23 13:30:00,none
1734982200000,2024-12-23 14:30:00,long
1734985800000,2024-12-23 15:30:00,long
1734989400000,2024-12-23 16:30:00,long
1734996600000,2024-12-23 18:30:00,none
1735000200000,2024-12-23 19:30:00,none
1735204500000,2024-12-26 04:15:00,none
1735208100000,2024-12-26 05:15:00,long
1735211700000,2024-12-26 06:15:00,long
1735215300000,2024-12-26 07:15:00,long
1735218900000,2024-12-26 08:15:00,long
1735222500000,2024-12-26 09:15:00,long
1735226100000,2024-12-26 10:15:00,long
1735229700000,2024-12-26 11:15:00,none
1735236900000,2024-12-26 13:15:00,none
1735240500000,2024-12-26 14:15:00,none
1735244100000,2024-12-26 15:15:00,none
1735247700000,2024-12-26 16:15:00,none
1735251300000,2024-12-26 17:15:00,none
1735254900000,2024-12-26 18:15:00,none
1735258500000,2024-12-26 19:15:00,none
1735290900000,2024-12-27 04:15:00,none
1735294500000,2024-12-27 05:15:00,long
1735298100000,2024-12-27 06:15:00,long
1735301700000,2024-12-27 07:15:00,long
1735305300000,2024-12-27 08:15:00,long
1735308900000,2024-12-27 09:15:00,none
1735550100000,2024-12-30 04:15:00,none
1735553700000,2024-12-30 05:15:00,none
1735636500000,2024-12-31 04:15:00,short
1735640100000,2024-12-31 05:15:00,short
1735643700000,2024-12-31 06:15:00,short
1735647300000,2024-12-31 07:15:00,none
1735650900000,2024-12-31 08:15:00,none
1735654500000,2024-12-31 09:15:00,none
