universe,signal_ts,trading_day,side,limit_price,filled,cancel_reason,fill_ts,mfe_pts,mfe_ts,mae_pts,mae_ts,close_1600_pnl_pts,minutes_held,mfe_before_mae,year,entry_hour_et,signal_hour_et,sweep_level,swept_level_type,mss_ts,model,stop_distance,imb_confluence,ob_confluence,stop_loss,take_profit,s_to_fav_5,s_to_fav_10,s_to_fav_15,s_to_fav_20,s_to_fav_30,s_to_fav_50,s_to_adv_5,s_to_adv_10,s_to_adv_15,s_to_adv_20,s_to_adv_30,s_to_adv_50
p1,2021-05-25T00:45:00.000Z,2021-05-25,buy,16600.25,true,,2021-05-25T01:21:01.000Z,94.75,2021-05-25T06:43:21.000Z,37.25,2021-05-25T15:33:57.000Z,12.25,1118.98,true,2021,21,20,,,,W,24.75,,,16575.5,16628.5,46,311,1756,2700,6950,15532,47616,50299,50765,51045,51172,
p2,2021-05-25T06:00:00.000Z,2021-05-25,sell,16685.75,true,,2021-05-25T06:40:27.000Z,122.75,2021-05-25T15:33:57.000Z,9.25,2021-05-25T06:43:21.000Z,73.25,799.55,false,2021,2,2,,,,M,20.75,,,16706.5,16642.5,471,1585,2329,5077,5825,15653,4,,,,,
p5,2021-05-25T06:30:00.000Z,2021-05-25,buy,16658.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,W,6.75,,,16651.5,16671.75,,,,,,,,,,,,
p3,2021-05-25T06:45:00.000Z,2021-05-25,buy,16662,true,,2021-05-25T08:05:04.000Z,26.75,2021-05-25T13:32:50.000Z,99.00,2021-05-25T15:33:57.000Z,-49.50,714.93,true,2021,4,2,,,,W,12.75,,,16649.25,16693.5,161,6178,6942,7276,,,715,758,8875,9000,10591,20877
p5,2021-05-25T07:00:00.000Z,2021-05-25,sell,16709,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,M,24.25,,,16733.25,16665,,,,,,,,,,,,
p5,2021-05-25T08:15:00.000Z,2021-05-25,buy,16606.75,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,39.25,,,16567.5,16667,,,,,,,,,,,,
p1,2021-05-25T08:30:00.000Z,2021-05-25,sell,16680,true,,2021-05-25T10:06:01.000Z,117.00,2021-05-25T15:33:57.000Z,8.75,2021-05-25T13:32:50.000Z,67.50,593.98,false,2021,6,4,,,,M,7.25,,,16687.25,16660,148,333,370,494,576,12720,12383,,,,,
p5,2021-05-25T08:45:00.000Z,2021-05-25,sell,16666,true,,2021-05-25T08:53:18.000Z,103.00,2021-05-25T15:33:57.000Z,22.75,2021-05-25T13:32:50.000Z,53.50,666.70,false,2021,4,4,,,,M,10,,,16676,16657.25,451,4868,4936,6006,7682,17949,3283,3862,4382,16747,,
p5,2021-05-25T09:15:00.000Z,2021-05-25,sell,16706.75,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,M,29.25,,,16736,16655.25,,,,,,,,,,,,
p3,2021-05-25T11:15:00.000Z,2021-05-25,sell,16669.75,true,,2021-05-25T11:46:09.000Z,106.75,2021-05-25T15:33:57.000Z,19.00,2021-05-25T13:32:50.000Z,57.25,493.85,false,2021,7,7,,,,M,18.25,,,16688,16647.75,873,1884,3977,4878,6534,7536,347,6363,6374,,,
p4,2021-05-25T12:45:00.000Z,2021-05-25,buy,16623,true,,2021-05-25T13:51:27.000Z,19.75,2021-05-25T14:57:59.000Z,60.00,2021-05-25T15:33:57.000Z,-10.50,368.55,true,2021,9,8,,,,W,27.25,,,16595.75,16672,253,341,3896,,,,24,90,508,634,2600,6143
p5,2021-05-25T12:45:00.000Z,2021-05-25,sell,16750,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,44.5,,,16794.5,16664.5,,,,,,,,,,,,
p3,2021-05-25T18:30:00.000Z,2021-05-25,buy,16564.75,false,close_beyond_leg_terminus,,,,,,,,,2021,14,14,,,,W,26.5,,,16538.25,16598.75,,,,,,,,,,,,
p4,2021-05-25T19:15:00.000Z,2021-05-25,buy,16552.25,false,close_beyond_leg_terminus,,,,,,,,,2021,15,15,,,,W,35.25,,,16517,16585.5,,,,,,,,,,,,
p3,2021-05-25T20:15:00.000Z,2021-05-25,buy,16568.75,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,W,39,,,16529.75,16616.75,,,,,,,,,,,,
p2,2021-05-25T22:15:00.000Z,2021-05-26,sell,16683.5,false,order_ttl_expired,,,,,,,,,2021,18,18,,,,M,34.75,,,16718.25,16609,,,,,,,,,,,,
p1,2021-05-26T02:15:00.000Z,2021-05-26,buy,16658,true,,2021-05-26T04:02:34.000Z,26.75,2021-05-26T11:25:26.000Z,45.75,2021-05-26T14:02:20.000Z,0.00,957.43,true,2021,0,22,,,,W,4.5,,,16653.5,16670.5,1173,3953,3984,26417,,,7342,7347,7360,7366,7444,
p1,2021-05-26T02:45:00.000Z,2021-05-26,buy,16634.75,false,close_beyond_leg_terminus,,,,,,,,,2021,22,22,,,,W,20.5,,,16614.25,16668,,,,,,,,,,,,
p5,2021-05-26T03:45:00.000Z,2021-05-26,sell,16733.75,false,close_beyond_leg_terminus,,,,,,,,,2021,23,23,,,,M,39,,,16772.75,16651,,,,,,,,,,,,
p1,2021-05-26T06:15:00.000Z,2021-05-26,buy,16629,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,W,11.75,,,16617.25,16646,,,,,,,,,,,,
p1,2021-05-26T07:15:00.000Z,2021-05-26,buy,16613,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,18.5,,,16594.5,16649.5,,,,,,,,,,,,
p1,2021-05-26T07:45:00.000Z,2021-05-26,buy,16590.5,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,37.25,,,16553.25,16651.5,,,,,,,,,,,,
p4,2021-05-26T07:45:00.000Z,2021-05-26,buy,16621.5,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,15.75,,,16605.75,16650.25,,,,,,,,,,,,
p4,2021-05-26T08:15:00.000Z,2021-05-26,buy,16636.75,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,16.5,,,16620.25,16661.5,,,,,,,,,,,,
p4,2021-05-26T10:45:00.000Z,2021-05-26,buy,16622,false,close_beyond_leg_terminus,,,,,,,,,2021,6,6,,,,W,22.25,,,16599.75,16656.25,,,,,,,,,,,,
p3,2021-05-26T11:15:00.000Z,2021-05-26,buy,16619.75,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,35.75,,,16584,16662.25,,,,,,,,,,,,
p2,2021-05-26T19:45:00.000Z,2021-05-26,buy,16642,true,,2021-05-26T19:50:00.000Z,20.25,2021-05-26T19:59:53.000Z,8.00,2021-05-26T19:51:14.000Z,16.00,10.00,false,2021,15,15,,,,W,13.25,,,16628.75,16672,0,553,587,593,,,0,,,,,
p5,2021-05-27T01:30:00.000Z,2021-05-27,sell,16675.25,false,close_beyond_leg_terminus,,,,,,,,,2021,21,21,,,,M,21.25,,,16696.5,16633.25,,,,,,,,,,,,
p2,2021-05-27T05:45:00.000Z,2021-05-27,sell,16634,true,,2021-05-27T05:45:28.000Z,57.50,2021-05-27T09:03:23.000Z,43.00,2021-05-27T14:44:06.000Z,25.50,854.53,true,2021,1,1,,,,M,6.25,,,16640.25,16628,2477,3486,3503,3770,3771,6597,448,1239,27206,27676,31520,
p2,2021-05-27T07:00:00.000Z,2021-05-27,buy,16593.25,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,9.25,,,16584,16609.25,,,,,,,,,,,,
p1,2021-05-27T07:30:00.000Z,2021-05-27,buy,16582.5,true,,2021-05-27T07:35:25.000Z,94.50,2021-05-27T14:44:06.000Z,6.00,2021-05-27T09:03:23.000Z,26.00,744.58,false,2021,3,3,,,,W,15.5,,,16567,16614,55,1141,1550,1627,12552,15887,0,,,,,
p2,2021-05-27T08:15:00.000Z,2021-05-27,buy,16573.25,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,18,,,16555.25,16623.5,,,,,,,,,,,,
p3,2021-05-27T08:15:00.000Z,2021-05-27,sell,16641.75,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,M,16.75,,,16658.5,16604.5,,,,,,,,,,,,
p4,2021-05-27T09:15:00.000Z,2021-05-27,buy,16551.25,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,W,28.25,,,16523,16597.5,,,,,,,,,,,,
p2,2021-05-27T10:45:00.000Z,2021-05-27,sell,16623.5,false,close_beyond_leg_terminus,,,,,,,,,2021,6,6,,,,M,19.5,,,16643,16599.5,,,,,,,,,,,,
p3,2021-05-27T11:00:00.000Z,2021-05-27,buy,16570.75,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,29.75,,,16541,16606.5,,,,,,,,,,,,
p4,2021-05-27T12:00:00.000Z,2021-05-27,buy,16599.25,true,,2021-05-27T12:18:56.000Z,77.75,2021-05-27T14:44:06.000Z,21.00,2021-05-27T12:30:06.000Z,9.25,461.07,false,2021,8,8,,,,W,12.75,,,16586.5,16625.75,682,868,944,949,2529,3599,12,268,667,670,,
p2,2021-05-27T12:45:00.000Z,2021-05-27,buy,16557.5,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,21.75,,,16535.75,16600.25,,,,,,,,,,,,
p1,2021-05-27T13:45:00.000Z,2021-05-27,buy,16560.25,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,42.75,,,16517.5,16639.75,,,,,,,,,,,,
p5,2021-05-27T14:00:00.000Z,2021-05-27,buy,16532,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,W,43.5,,,16488.5,16617.75,,,,,,,,,,,,
p5,2021-05-27T14:45:00.000Z,2021-05-27,buy,16636.25,true,,2021-05-27T14:50:43.000Z,33.50,2021-05-27T16:15:25.000Z,33.25,2021-05-27T19:05:39.000Z,-27.75,309.28,true,2021,10,10,,,,W,30.25,,,16606,16678.25,2,6,12,1148,1979,,11557,11786,11997,12257,15277,
p4,2021-05-27T16:00:00.000Z,2021-05-27,buy,16629.25,false,close_beyond_leg_terminus,,,,,,,,,2021,12,12,,,,W,32.5,,,16596.75,16665.25,,,,,,,,,,,,
p1,2021-05-27T18:15:00.000Z,2021-05-27,buy,16549,false,cutoff_1600_unfilled,,,,,,,,,2021,14,14,,,,W,34,,,16515,16635.25,,,,,,,,,,,,
p1,2021-05-27T18:30:00.000Z,2021-05-27,sell,16632.25,true,,2021-05-27T19:59:28.000Z,24.75,2021-05-27T19:59:59.000Z,2.75,2021-05-27T19:59:38.000Z,23.75,0.53,false,2021,15,14,,,,M,19.5,,,16651.75,16613.25,18,23,28,29,,,,,,,,
p4,2021-05-27T19:15:00.000Z,2021-05-27,buy,16596.25,false,cutoff_1600_unfilled,,,,,,,,,2021,15,15,,,,W,30.5,,,16565.75,16618.75,,,,,,,,,,,,
p3,2021-05-27T19:30:00.000Z,2021-05-27,buy,16555,false,cutoff_1600_unfilled,,,,,,,,,2021,15,15,,,,W,48.75,,,16506.25,16619.25,,,,,,,,,,,,
p4,2021-05-27T23:30:00.000Z,2021-05-28,sell,16671.25,true,,2021-05-28T00:21:25.000Z,52.25,2021-05-28T06:28:25.000Z,48.50,2021-05-28T16:09:12.000Z,24.50,1178.58,true,2021,20,19,,,,M,13.5,,,16684.75,16639.75,348,2086,3068,3166,7674,21837,37858,38196,47937,47962,55178,
p4,2021-05-28T00:30:00.000Z,2021-05-28,buy,16647.25,true,,2021-05-28T01:20:16.000Z,72.50,2021-05-28T16:09:12.000Z,28.25,2021-05-28T06:28:25.000Z,-0.50,1119.73,false,2021,21,20,,,,W,16.75,,,16630.5,16687.5,744,9037,28717,29750,34327,51646,4143,14988,15973,16947,,
p4,2021-05-28T02:45:00.000Z,2021-05-28,buy,16609.25,false,order_ttl_expired,,,,,,,,,2021,22,22,,,,W,34,,,16575.25,16667.5,,,,,,,,,,,,
p5,2021-05-28T07:45:00.000Z,2021-05-28,sell,16645.5,true,,2021-05-28T07:55:55.000Z,9.25,2021-05-28T12:48:15.000Z,74.25,2021-05-28T16:09:12.000Z,-1.25,724.08,true,2021,3,3,,,,M,8.25,,,16653.75,16636.25,17508,,,,,,514,687,4950,5691,10577,20710
p5,2021-05-28T08:00:00.000Z,2021-05-28,buy,16624,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,12.75,,,16611.25,16644,,,,,,,,,,,,
p2,2021-05-28T09:15:00.000Z,2021-05-28,sell,16673.25,true,,2021-05-28T10:50:47.000Z,37.00,2021-05-28T12:48:15.000Z,46.50,2021-05-28T16:09:12.000Z,26.50,549.22,true,2021,6,5,,,,M,14.25,,,16687.5,16646.5,1764,4576,4702,4998,5960,,96,10175,10180,10218,17531,
p4,2021-05-28T11:45:00.000Z,2021-05-28,sell,16683.5,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,M,10,,,16693.5,16663.75,,,,,,,,,,,,
p1,2021-05-28T12:30:00.000Z,2021-05-28,sell,16671.5,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,11.25,,,16682.75,16646,,,,,,,,,,,,
p5,2021-05-28T13:00:00.000Z,2021-05-28,sell,16673.75,true,,2021-05-28T13:36:46.000Z,35.50,2021-05-28T19:59:52.000Z,46.00,2021-05-28T16:09:12.000Z,27.00,383.23,false,2021,9,9,,,,M,24,,,16697.75,16636.5,33,708,2956,3078,22684,,140,216,221,259,8389,
p5,2021-05-28T13:45:00.000Z,2021-05-28,buy,16658,true,,2021-05-28T14:26:02.000Z,61.75,2021-05-28T16:09:12.000Z,19.75,2021-05-28T19:59:52.000Z,-11.25,333.97,true,2021,10,9,,,,W,23,,,16635,16715.5,301,458,494,538,3969,5724,122,19728,19730,,,
p3,2021-05-28T14:45:00.000Z,2021-05-28,sell,16742.75,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,M,34.25,,,16777,16667,,,,,,,,,,,,
p4,2021-05-31T06:15:00.000Z,2021-05-31,sell,16692.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,29.25,,,16721.5,16644.75,,,,,,,,,,,,
p4,2021-05-31T06:45:00.000Z,2021-05-31,buy,16638.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,W,9.25,,,16629,16652.25,,,,,,,,,,,,
p1,2021-05-31T07:00:00.000Z,2021-05-31,sell,16659.75,true,,2021-05-31T07:18:11.000Z,52.00,2021-05-31T16:29:38.000Z,8.50,2021-05-31T07:25:22.000Z,48.75,581.80,false,2021,3,3,,,,M,6,,,16665.75,16651.25,777,2210,2616,2873,5991,33085,294,,,,,
p2,2021-05-31T07:15:00.000Z,2021-05-31,sell,16675.25,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,M,17,,,16692.25,16651,,,,,,,,,,,,
p5,2021-05-31T07:45:00.000Z,2021-05-31,sell,16672.75,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,M,18,,,16690.75,16645.25,,,,,,,,,,,,
p5,2021-05-31T08:00:00.000Z,2021-05-31,buy,16636.5,true,,2021-05-31T08:12:39.000Z,12.50,2021-05-31T08:32:46.000Z,28.75,2021-05-31T16:29:38.000Z,-25.50,527.33,true,2021,4,4,,,,W,12.5,,,16624,16653,41,372,,,,,2723,6218,6218,6236,,
p1,2021-05-31T08:15:00.000Z,2021-05-31,buy,16613.5,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,18.25,,,16595.25,16643.25,,,,,,,,,,,,
p5,2021-05-31T08:15:00.000Z,2021-05-31,sell,16667.5,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,M,21.75,,,16689.25,16641.75,,,,,,,,,,,,
p3,2021-05-31T09:00:00.000Z,2021-05-31,sell,16645.75,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,M,17.25,,,16663,16626,,,,,,,,,,,,
p3,2021-05-31T10:15:00.000Z,2021-05-31,sell,16665.5,false,close_beyond_leg_terminus,,,,,,,,,2021,6,6,,,,M,26,,,16691.5,16622.25,,,,,,,,,,,,
p1,2021-05-31T12:45:00.000Z,2021-05-31,sell,16661.25,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,30.25,,,16691.5,16626.25,,,,,,,,,,,,
p1,2021-05-31T13:00:00.000Z,2021-05-31,sell,16671.75,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,M,18.25,,,16690,16624.5,,,,,,,,,,,,
p2,2021-05-31T13:15:00.000Z,2021-05-31,buy,16618.5,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,10.5,,,16608,16629.25,,,,,,,,,,,,
p1,2021-05-31T14:45:00.000Z,2021-05-31,sell,16679.25,false,cutoff_1600_unfilled,,,,,,,,,2021,10,10,,,,M,35.25,,,16714.5,16609,,,,,,,,,,,,
p2,2021-05-31T15:00:00.000Z,2021-05-31,buy,16570.75,false,close_beyond_leg_terminus,,,,,,,,,2021,11,11,,,,W,28.25,,,16542.5,16621,,,,,,,,,,,,
p2,2021-05-31T15:30:00.000Z,2021-05-31,sell,16701,false,close_beyond_leg_terminus,,,,,,,,,2021,11,11,,,,M,49.5,,,16750.5,16613,,,,,,,,,,,,
p4,2021-05-31T16:00:00.000Z,2021-05-31,sell,16644.75,false,close_beyond_leg_terminus,,,,,,,,,2021,12,12,,,,M,39.25,,,16684,16623.25,,,,,,,,,,,,
p3,2021-05-31T22:15:00.000Z,2021-06-01,buy,16584,false,close_beyond_leg_terminus,,,,,,,,,2021,18,18,,,,W,28.75,,,16555.25,16637.25,,,,,,,,,,,,
p3,2021-05-31T22:30:00.000Z,2021-06-01,sell,16679.25,false,order_ttl_expired,,,,,,,,,2021,18,18,,,,M,23,,,16702.25,16609.25,,,,,,,,,,,,
p3,2021-05-31T22:45:00.000Z,2021-06-01,buy,16608.75,false,order_ttl_expired,,,,,,,,,2021,18,18,,,,W,35,,,16573.75,16678,,,,,,,,,,,,
p5,2021-06-01T05:00:00.000Z,2021-06-01,buy,16595.75,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,W,24,,,16571.75,16654,,,,,,,,,,,,
p1,2021-06-01T06:45:00.000Z,2021-06-01,sell,16709.5,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,23.25,,,16732.75,16659.75,,,,,,,,,,,,
p5,2021-06-01T06:45:00.000Z,2021-06-01,sell,16667.5,true,,2021-06-01T06:48:46.000Z,119.00,2021-06-01T14:56:28.000Z,61.75,2021-06-01T13:41:09.000Z,60.25,791.23,false,2021,2,2,,,,M,8,,,16675.5,16652.75,143,797,1378,26632,26649,26754,3052,4320,4542,7625,9005,24694
p2,2021-06-01T07:00:00.000Z,2021-06-01,sell,16671,true,,2021-06-01T07:00:58.000Z,122.50,2021-06-01T14:56:28.000Z,58.25,2021-06-01T13:41:09.000Z,63.75,779.03,false,2021,3,3,,,,M,7,,,16678,16659.5,8,45,632,25450,25915,26018,3588,3588,6863,6986,8318,23962
p4,2021-06-01T07:30:00.000Z,2021-06-01,buy,16632.5,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,21.75,,,16610.75,16665,,,,,,,,,,,,
p4,2021-06-01T08:45:00.000Z,2021-06-01,buy,16613,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,W,40.75,,,16572.25,16674.25,,,,,,,,,,,,
p4,2021-06-01T09:30:00.000Z,2021-06-01,buy,16666.5,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,W,22.5,,,16644,16700.75,,,,,,,,,,,,
p1,2021-06-01T14:00:00.000Z,2021-06-01,buy,16619,true,,2021-06-01T14:14:40.000Z,30.50,2021-06-01T18:50:45.000Z,70.50,2021-06-01T14:56:28.000Z,-11.75,345.33,false,2021,10,10,,,,W,29.25,,,16589.75,16682,958,1009,15865,16016,16565,,17,22,23,25,28,2199
p4,2021-06-01T14:30:00.000Z,2021-06-01,sell,16639,false,close_beyond_leg_terminus,,,,,,,,,2021,10,10,,,,M,19,,,16658,16602.5,,,,,,,,,,,,
p1,2021-06-01T15:30:00.000Z,2021-06-01,sell,16692.75,false,cutoff_1600_unfilled,,,,,,,,,2021,11,11,,,,M,38.75,,,16731.5,16581.25,,,,,,,,,,,,
p4,2021-06-01T16:15:00.000Z,2021-06-01,buy,16563,false,close_beyond_leg_terminus,,,,,,,,,2021,12,12,,,,W,32.75,,,16530.25,16604.25,,,,,,,,,,,,
p2,2021-06-01T22:15:00.000Z,2021-06-02,sell,16604.25,false,close_beyond_leg_terminus,,,,,,,,,2021,18,18,,,,M,10.75,,,16615,16584.75,,,,,,,,,,,,
p2,2021-06-02T00:30:00.000Z,2021-06-02,buy,16592.25,false,close_beyond_leg_terminus,,,,,,,,,2021,20,20,,,,W,9.5,,,16582.75,16610,,,,,,,,,,,,
p1,2021-06-02T05:00:00.000Z,2021-06-02,sell,16612.5,true,,2021-06-02T05:38:15.000Z,53.00,2021-06-02T18:14:05.000Z,56.50,2021-06-02T14:41:10.000Z,-18.00,861.75,false,2021,1,1,,,,M,14.5,,,16627,16595.5,1147,1361,1390,3063,6587,45323,24488,24570,24648,26942,28548,29810
p4,2021-06-02T05:30:00.000Z,2021-06-02,sell,16632.5,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,M,15.5,,,16648,16603.75,,,,,,,,,,,,
p1,2021-06-02T05:45:00.000Z,2021-06-02,sell,16618,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,M,5.5,,,16623.5,16609.25,,,,,,,,,,,,
p2,2021-06-02T06:45:00.000Z,2021-06-02,sell,16620.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,16.25,,,16636.5,16590.75,,,,,,,,,,,,
p2,2021-06-02T11:45:00.000Z,2021-06-02,sell,16640.75,true,,2021-06-02T13:33:30.000Z,81.25,2021-06-02T18:14:05.000Z,28.25,2021-06-02T14:41:10.000Z,10.25,386.50,false,2021,9,7,,,,M,20,,,16660.75,16605.5,40,90,237,270,13708,13789,697,704,806,843,,
p4,2021-06-02T11:45:00.000Z,2021-06-02,buy,16583.75,false,close_beyond_leg_terminus,,,,,,,,,2021,7,7,,,,W,18.25,,,16565.5,16620,,,,,,,,,,,,
p1,2021-06-02T12:15:00.000Z,2021-06-02,buy,16565.75,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,38.75,,,16527,16616,,,,,,,,,,,,
p4,2021-06-02T12:15:00.000Z,2021-06-02,buy,16566.25,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,W,29.25,,,16537,16614.75,,,,,,,,,,,,
p1,2021-06-02T13:15:00.000Z,2021-06-02,buy,16576.75,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,31.5,,,16545.25,16622.75,,,,,,,,,,,,
p2,2021-06-02T13:45:00.000Z,2021-06-02,buy,16574.25,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,47,,,16527.25,16642.75,,,,,,,,,,,,
p4,2021-06-02T14:15:00.000Z,2021-06-02,sell,16656.75,true,,2021-06-02T14:27:22.000Z,97.25,2021-06-02T18:14:05.000Z,12.25,2021-06-02T14:41:10.000Z,26.25,332.63,false,2021,10,10,,,,M,21,,,16677.75,16618.5,107,556,1551,1697,6969,10493,278,826,,,,
p3,2021-06-02T15:00:00.000Z,2021-06-02,sell,16652.75,true,,2021-06-02T15:12:20.000Z,93.25,2021-06-02T18:14:05.000Z,9.50,2021-06-02T15:51:30.000Z,22.25,287.67,false,2021,11,11,,,,M,9,,,16661.75,16639,167,346,581,4209,4315,7813,1434,,,,,
p1,2021-06-02T15:30:00.000Z,2021-06-02,sell,16734.5,false,close_beyond_leg_terminus,,,,,,,,,2021,11,11,,,,M,49.5,,,16784,16646.5,,,,,,,,,,,,
p5,2021-06-02T16:45:00.000Z,2021-06-02,sell,16675,false,close_beyond_leg_terminus,,,,,,,,,2021,12,12,,,,M,47.25,,,16722.25,16606.5,,,,,,,,,,,,
p5,2021-06-02T18:30:00.000Z,2021-06-02,buy,16501,false,close_beyond_leg_terminus,,,,,,,,,2021,14,14,,,,W,39.5,,,16461.5,16596.25,,,,,,,,,,,,
p5,2021-06-02T20:00:00.000Z,2021-06-02,buy,16602,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,W,29.5,,,16572.5,16633.5,,,,,,,,,,,,
p3,2021-06-02T20:45:00.000Z,2021-06-02,sell,16629.5,false,post_cutoff_emission,,,,,,,,,2021,16,16,,,,M,13.75,,,16643.25,16614,,,,,,,,,,,,
p4,2021-06-03T01:15:00.000Z,2021-06-03,sell,16674.75,false,close_beyond_leg_terminus,,,,,,,,,2021,21,21,,,,M,10.25,,,16685,16651,,,,,,,,,,,,
p5,2021-06-03T02:15:00.000Z,2021-06-03,sell,16730.75,false,close_beyond_leg_terminus,,,,,,,,,2021,22,22,,,,M,37,,,16767.75,16646,,,,,,,,,,,,
p4,2021-06-03T05:00:00.000Z,2021-06-03,sell,16677.5,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,M,23.75,,,16701.25,16631.75,,,,,,,,,,,,
p4,2021-06-03T05:45:00.000Z,2021-06-03,buy,16639,false,close_beyond_leg_terminus,,,,,,,,,2021,1,1,,,,W,6.5,,,16632.5,16646.25,,,,,,,,,,,,
p1,2021-06-03T06:15:00.000Z,2021-06-03,sell,16663.25,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,16.75,,,16680,16632.25,,,,,,,,,,,,
p1,2021-06-03T06:30:00.000Z,2021-06-03,sell,16647,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,7.5,,,16654.5,16632.5,,,,,,,,,,,,
p1,2021-06-03T06:45:00.000Z,2021-06-03,sell,16634.5,false,close_beyond_leg_terminus,,,,,,,,,2021,2,2,,,,M,12.75,,,16647.25,16615.75,,,,,,,,,,,,
p4,2021-06-03T07:15:00.000Z,2021-06-03,buy,16600.75,false,close_beyond_leg_terminus,,,,,,,,,2021,3,3,,,,W,17.75,,,16583,16613.25,,,,,,,,,,,,
p4,2021-06-03T07:45:00.000Z,2021-06-03,buy,16610.25,true,,2021-06-03T07:50:50.000Z,14.75,2021-06-03T08:51:00.000Z,191.75,2021-06-03T13:50:15.000Z,-125.75,729.17,true,2021,3,3,,,,W,39,,,16571.25,16628.5,1147,2500,,,,,148,5354,5360,5716,8112,10102
p4,2021-06-03T08:30:00.000Z,2021-06-03,sell,16635.75,false,close_beyond_leg_terminus,,,,,,,,,2021,4,4,,,,M,12,,,16647.75,16606.25,,,,,,,,,,,,
p2,2021-06-03T09:00:00.000Z,2021-06-03,sell,16633.75,false,close_beyond_leg_terminus,,,,,,,,,2021,5,5,,,,M,11.75,,,16645.5,16617.25,,,,,,,,,,,,
p4,2021-06-03T11:30:00.000Z,2021-06-03,buy,16505,true,,2021-06-03T11:30:08.000Z,60.75,2021-06-03T15:08:00.000Z,86.50,2021-06-03T13:50:15.000Z,-20.50,509.87,false,2021,7,7,,,,W,16.5,,,16488.5,16513.75,39,392,458,7282,12591,12739,914,965,969,971,975,8002
p3,2021-06-03T12:45:00.000Z,2021-06-03,sell,16578.25,false,close_beyond_leg_terminus,,,,,,,,,2021,8,8,,,,M,45,,,16623.25,16503,,,,,,,,,,,,
p5,2021-06-03T13:00:00.000Z,2021-06-03,buy,16416,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,46.25,,,16369.75,16501.5,,,,,,,,,,,,
p5,2021-06-03T13:45:00.000Z,2021-06-03,buy,16397.25,false,close_beyond_leg_terminus,,,,,,,,,2021,9,9,,,,W,26,,,16371.25,16484.25,,,,,,,,,,,,
