Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
6928,Exit long,2025-10-13 13:24,X,24899,1,497615,365,0.07,1565,0.31,-510,-0.10,72230,0.72
6928,Entry long,2025-10-13 11:45,B=1|T=20251013T1545,24880.75,1,497615,365,0.07,1565,0.31,-510,-0.10,72230,0.72
6929,Exit long,2025-10-13 13:27,X,24904,1,497980,100,0.02,220,0.04,-30,-0.01,72330,0.72
6929,Entry long,2025-10-13 13:24,B=0|T=20251013T1724,24899,1,497980,100,0.02,220,0.04,-30,-0.01,72330,0.72
6930,Exit long,2025-10-13 13:39,X,24895,1,498080,-180,-0.04,130,0.03,-310,-0.06,72150,0.72
6930,Entry long,2025-10-13 13:27,B=1|T=20251013T1727,24904,1,498080,-180,-0.04,130,0.03,-310,-0.06,72150,0.72
6931,Exit long,2025-10-13 13:51,X,24909.75,1,497900,295,0.06,340,0.07,-95,-0.02,72445,0.72
6931,Entry long,2025-10-13 13:39,B=0|T=20251013T1739,24895,1,497900,295,0.06,340,0.07,-95,-0.02,72445,0.72
6932,Exit long,2025-10-13 13:54,X,24901.75,1,498195,-160,-0.03,150,0.03,-310,-0.06,72285,0.72
6932,Entry long,2025-10-13 13:51,B=1|T=20251013T1751,24909.75,1,498195,-160,-0.03,150,0.03,-310,-0.06,72285,0.72
6933,Exit long,2025-10-13 13:57,X,24926.5,1,498035,495,0.10,525,0.11,0,0.00,72780,0.73
6933,Entry long,2025-10-13 13:54,B=0|T=20251013T1754,24901.75,1,498035,495,0.10,525,0.11,0,0.00,72780,0.73
6934,Exit long,2025-10-13 14:42,X,24921.25,1,498530,-105,-0.02,770,0.15,-410,-0.08,72675,0.73
6934,Entry long,2025-10-13 13:57,B=1|T=20251013T1757,24926.5,1,498530,-105,-0.02,770,0.15,-410,-0.08,72675,0.73
6935,Exit long,2025-10-13 15:21,X,24944.5,1,498425,465,0.09,545,0.11,-765,-0.15,73140,0.73
6935,Entry long,2025-10-13 14:42,B=0|T=20251013T1842,24921.25,1,498425,465,0.09,545,0.11,-765,-0.15,73140,0.73
6936,Exit long,2025-10-13 15:24,X,24928.25,1,498890,-325,-0.07,20,0.00,-355,-0.07,72815,0.73
6936,Entry long,2025-10-13 15:21,B=1|T=20251013T1921,24944.5,1,498890,-325,-0.07,20,0.00,-355,-0.07,72815,0.73
6937,Exit long,2025-10-13 15:36,X,24924.75,1,498565,-70,-0.01,45,0.01,-400,-0.08,72745,0.73
6937,Entry long,2025-10-13 15:24,B=0|T=20251013T1924,24928.25,1,498565,-70,-0.01,45,0.01,-400,-0.08,72745,0.73
6938,Exit long,2025-10-13 15:48,X,24921.75,1,498495,-60,-0.01,380,0.08,-385,-0.08,72685,0.73
6938,Entry long,2025-10-13 15:36,B=1|T=20251013T1936,24924.75,1,498495,-60,-0.01,380,0.08,-385,-0.08,72685,0.73
6939,Exit long,2025-10-13 15:51,X,24936.25,1,498435,290,0.06,345,0.07,-65,-0.01,72975,0.73
6939,Entry long,2025-10-13 15:48,B=0|T=20251013T1948,24921.75,1,498435,290,0.06,345,0.07,-65,-0.01,72975,0.73
6940,Exit long,2025-10-13 15:57,X,24920.5,1,498725,-315,-0.06,240,0.05,-350,-0.07,72660,0.73
6940,Entry long,2025-10-13 15:51,B=1|T=20251013T1951,24936.25,1,498725,-315,-0.06,240,0.05,-350,-0.07,72660,0.73
6941,Exit long,2025-10-13 18:15,X,24925.5,1,498410,100,0.02,135,0.03,-430,-0.09,72760,0.73
6941,Entry long,2025-10-13 15:57,B=0|T=20251013T1957,24920.5,1,498410,100,0.02,135,0.03,-430,-0.09,72760,0.73
6942,Exit long,2025-10-13 18:24,X,24908.75,1,498510,-335,-0.07,65,0.01,-450,-0.09,72425,0.72
6942,Entry long,2025-10-13 18:15,B=1|T=20251013T2215,24925.5,1,498510,-335,-0.07,65,0.01,-450,-0.09,72425,0.72
6943,Exit long,2025-10-13 18:45,X,24926.5,1,498175,355,0.07,430,0.09,-235,-0.05,72780,0.73
6943,Entry long,2025-10-13 18:24,B=0|T=20251013T2224,24908.75,1,498175,355,0.07,430,0.09,-235,-0.05,72780,0.73
6944,Exit long,2025-10-13 19:00,X,24921.5,1,498530,-100,-0.02,100,0.02,-220,-0.04,72680,0.73
6944,Entry long,2025-10-13 18:45,B=1|T=20251013T2245,24926.5,1,498530,-100,-0.02,100,0.02,-220,-0.04,72680,0.73
6945,Exit long,2025-10-13 19:18,X,24924.75,1,498430,65,0.01,230,0.05,-275,-0.06,72745,0.73
6945,Entry long,2025-10-13 19:00,B=0|T=20251013T2300,24921.5,1,498430,65,0.01,230,0.05,-275,-0.06,72745,0.73
6946,Exit long,2025-10-13 19:21,X,24923,1,498495,-35,-0.01,45,0.01,-105,-0.02,72710,0.73
6946,Entry long,2025-10-13 19:18,B=1|T=20251013T2318,24924.75,1,498495,-35,-0.01,45,0.01,-105,-0.02,72710,0.73
6947,Exit long,2025-10-13 19:24,X,24923.25,1,498460,5,0.00,25,0.01,-85,-0.02,72715,0.73
6947,Entry long,2025-10-13 19:21,B=0|T=20251013T2321,24923,1,498460,5,0.00,25,0.01,-85,-0.02,72715,0.73
6948,Exit long,2025-10-13 19:27,X,24921.25,1,498465,-40,-0.01,0,0.00,-110,-0.02,72675,0.73
6948,Entry long,2025-10-13 19:24,B=1|T=20251013T2324,24923.25,1,498465,-40,-0.01,0,0.00,-110,-0.02,72675,0.73
6949,Exit long,2025-10-13 19:57,X,24912.25,1,498425,-180,-0.04,15,0.00,-450,-0.09,72495,0.72
6949,Entry long,2025-10-13 19:27,B=0|T=20251013T2327,24921.25,1,498425,-180,-0.04,15,0.00,-450,-0.09,72495,0.72
6950,Exit long,2025-10-13 21:30,X,24989,1,498245,1535,0.31,2640,0.53,-155,-0.03,74030,0.74
6950,Entry long,2025-10-13 19:57,B=1|T=20251013T2357,24912.25,1,498245,1535,0.31,2640,0.53,-155,-0.03,74030,0.74
6951,Exit long,2025-10-13 21:33,X,24991,1,499780,40,0.01,180,0.04,0,0.00,74070,0.74
6951,Entry long,2025-10-13 21:30,B=0|T=20251014T0130,24989,1,499780,40,0.01,180,0.04,0,0.00,74070,0.74
6952,Exit long,2025-10-13 21:48,X,24997.25,1,499820,125,0.03,430,0.09,-5,0.00,74195,0.74
6952,Entry long,2025-10-13 21:33,B=1|T=20251014T0133,24991,1,499820,125,0.03,430,0.09,-5,0.00,74195,0.74
6953,Exit long,2025-10-13 21:57,X,25005.75,1,499945,170,0.03,200,0.04,-5,0.00,74365,0.74
6953,Entry long,2025-10-13 21:48,B=0|T=20251014T0148,24997.25,1,499945,170,0.03,200,0.04,-5,0.00,74365,0.74
6954,Exit long,2025-10-13 22:09,X,25007,1,500115,25,0.00,295,0.06,-170,-0.03,74390,0.74
6954,Entry long,2025-10-13 21:57,B=1|T=20251014T0157,25005.75,1,500115,25,0.00,295,0.06,-170,-0.03,74390,0.74
6955,Exit long,2025-10-13 22:15,X,25014.5,1,500140,150,0.03,220,0.04,-25,0.00,74540,0.75
6955,Entry long,2025-10-13 22:09,B=0|T=20251014T0209,25007,1,500140,150,0.03,220,0.04,-25,0.00,74540,0.75
6956,Exit long,2025-10-13 22:21,X,25010.25,1,500290,-85,-0.02,85,0.02,-85,-0.02,74455,0.74
6956,Entry long,2025-10-13 22:15,B=1|T=20251014T0215,25014.5,1,500290,-85,-0.02,85,0.02,-85,-0.02,74455,0.74
6957,Exit long,2025-10-14 02:06,X,24717.5,1,500205,-5855,-1.17,85,0.02,-7195,-1.44,68600,0.69
6957,Entry long,2025-10-13 22:21,B=0|T=20251014T0221,25010.25,1,500205,-5855,-1.17,85,0.02,-7195,-1.44,68600,0.69
6958,Exit long,2025-10-14 02:39,X,24674.75,1,494350,-855,-0.17,635,0.13,-895,-0.18,67745,0.68
6958,Entry long,2025-10-14 02:06,B=1|T=20251014T0606,24717.5,1,494350,-855,-0.17,635,0.13,-895,-0.18,67745,0.68
6959,Exit long,2025-10-14 02:48,X,24706.75,1,493495,640,0.13,705,0.14,-185,-0.04,68385,0.68
6959,Entry long,2025-10-14 02:39,B=0|T=20251014T0639,24674.75,1,493495,640,0.13,705,0.14,-185,-0.04,68385,0.68
6960,Exit long,2025-10-14 03:03,X,24670.25,1,494135,-730,-0.15,35,0.01,-1000,-0.20,67655,0.68
6960,Entry long,2025-10-14 02:48,B=1|T=20251014T0648,24706.75,1,494135,-730,-0.15,35,0.01,-1000,-0.20,67655,0.68
6961,Exit long,2025-10-14 03:09,X,24678.5,1,493405,165,0.03,285,0.06,-840,-0.17,67820,0.68
6961,Entry long,2025-10-14 03:03,B=0|T=20251014T0703,24670.25,1,493405,165,0.03,285,0.06,-840,-0.17,67820,0.68
6962,Exit long,2025-10-14 03:36,X,24661.25,1,493570,-345,-0.07,950,0.19,-1600,-0.32,67475,0.67
6962,Entry long,2025-10-14 03:09,B=1|T=20251014T0709,24678.5,1,493570,-345,-0.07,950,0.19,-1600,-0.32,67475,0.67
6963,Exit long,2025-10-14 03:39,X,24663.25,1,493225,40,0.01,150,0.03,-550,-0.11,67515,0.68
6963,Entry long,2025-10-14 03:36,B=0|T=20251014T0736,24661.25,1,493225,40,0.01,150,0.03,-550,-0.11,67515,0.68
6964,Exit long,2025-10-14 03:42,X,24653,1,493265,-205,-0.04,135,0.03,-660,-0.13,67310,0.67
6964,Entry long,2025-10-14 03:39,B=1|T=20251014T0739,24663.25,1,493265,-205,-0.04,135,0.03,-660,-0.13,67310,0.67
6965,Exit long,2025-10-14 03:57,X,24647.5,1,493060,-110,-0.02,345,0.07,-730,-0.15,67200,0.67
6965,Entry long,2025-10-14 03:42,B=0|T=20251014T0742,24653,1,493060,-110,-0.02,345,0.07,-730,-0.15,67200,0.67
6966,Exit long,2025-10-14 04:00,X,24612.5,1,492950,-700,-0.14,240,0.05,-710,-0.14,66500,0.66
6966,Entry long,2025-10-14 03:57,B=1|T=20251014T0757,24647.5,1,492950,-700,-0.14,240,0.05,-710,-0.14,66500,0.66
6967,Exit long,2025-10-14 04:09,X,24641.5,1,492250,580,0.12,645,0.13,-525,-0.11,67080,0.67
6967,Entry long,2025-10-14 04:00,B=0|T=20251014T0800,24612.5,1,492250,580,0.12,645,0.13,-525,-0.11,67080,0.67
6968,Exit long,2025-10-14 05:48,X,24648.5,1,492830,140,0.03,1430,0.29,-215,-0.04,67220,0.67
6968,Entry long,2025-10-14 04:09,B=1|T=20251014T0809,24641.5,1,492830,140,0.03,1430,0.29,-215,-0.04,67220,0.67
6969,Exit long,2025-10-14 07:06,X,24595.75,1,492970,-1055,-0.21,0,0.00,-2920,-0.59,66165,0.66
6969,Entry long,2025-10-14 05:48,B=0|T=20251014T0948,24648.5,1,492970,-1055,-0.21,0,0.00,-2920,-0.59,66165,0.66
6970,Exit long,2025-10-14 08:36,X,24595.5,1,491915,-5,0.00,1385,0.28,-335,-0.07,66160,0.66
6970,Entry long,2025-10-14 07:06,B=1|T=20251014T1106,24595.75,1,491915,-5,0.00,1385,0.28,-335,-0.07,66160,0.66
6971,Exit long,2025-10-14 08:39,X,24598.5,1,491910,60,0.01,310,0.06,-50,-0.01,66220,0.66
6971,Entry long,2025-10-14 08:36,B=0|T=20251014T1236,24595.5,1,491910,60,0.01,310,0.06,-50,-0.01,66220,0.66
6972,Exit long,2025-10-14 08:42,X,24574.25,1,491970,-485,-0.10,55,0.01,-860,-0.17,65735,0.66
6972,Entry long,2025-10-14 08:39,B=1|T=20251014T1239,24598.5,1,491970,-485,-0.10,55,0.01,-860,-0.17,65735,0.66
6973,Exit long,2025-10-14 08:48,X,24611.5,1,491485,745,0.15,830,0.17,-20,0.00,66480,0.66
6973,Entry long,2025-10-14 08:42,B=0|T=20251014T1242,24574.25,1,491485,745,0.15,830,0.17,-20,0.00,66480,0.66
6974,Exit long,2025-10-14 09:33,X,24542.25,1,492230,-1385,-0.28,895,0.18,-1560,-0.32,65095,0.65
6974,Entry long,2025-10-14 08:48,B=1|T=20251014T1248,24611.5,1,492230,-1385,-0.28,895,0.18,-1560,-0.32,65095,0.65
6975,Exit long,2025-10-14 10:06,X,24607.5,1,490845,1305,0.27,1525,0.31,-2425,-0.49,66400,0.66
6975,Entry long,2025-10-14 09:33,B=0|T=20251014T1333,24542.25,1,490845,1305,0.27,1525,0.31,-2425,-0.49,66400,0.66
6976,Exit long,2025-10-14 10:09,X,24591,1,492150,-330,-0.07,85,0.02,-565,-0.11,66070,0.66
6976,Entry long,2025-10-14 10:06,B=1|T=20251014T1406,24607.5,1,492150,-330,-0.07,85,0.02,-565,-0.11,66070,0.66
6977,Exit long,2025-10-14 10:12,X,24625.75,1,491820,695,0.14,855,0.17,-120,-0.02,66765,0.67
6977,Entry long,2025-10-14 10:09,B=0|T=20251014T1409,24591,1,491820,695,0.14,855,0.17,-120,-0.02,66765,0.67
6978,Exit long,2025-10-14 13:33,X,24891.5,1,492515,5315,1.08,6435,1.31,-470,-0.10,72080,0.72
6978,Entry long,2025-10-14 10:12,B=1|T=20251014T1412,24625.75,1,492515,5315,1.08,6435,1.31,-470,-0.10,72080,0.72
6979,Exit long,2025-10-14 18:00,X,24804.75,1,497830,-1735,-0.35,850,0.17,-4115,-0.83,70345,0.70
6979,Entry long,2025-10-14 13:33,B=0|T=20251014T1733,24891.5,1,497830,-1735,-0.35,850,0.17,-4115,-0.83,70345,0.70
6980,Exit long,2025-10-14 18:15,X,24755,1,496095,-995,-0.20,140,0.03,-1035,-0.21,69350,0.69
6980,Entry long,2025-10-14 18:00,B=1|T=20251014T2200,24804.75,1,496095,-995,-0.20,140,0.03,-1035,-0.21,69350,0.69
6981,Exit long,2025-10-14 18:21,X,24767,1,495100,240,0.05,280,0.06,-90,-0.02,69590,0.70
6981,Entry long,2025-10-14 18:15,B=0|T=20251014T2215,24755,1,495100,240,0.05,280,0.06,-90,-0.02,69590,0.70
6982,Exit long,2025-10-14 20:12,X,24747.5,1,495340,-390,-0.08,1015,0.20,-520,-0.10,69200,0.69
6982,Entry long,2025-10-14 18:21,B=1|T=20251014T2221,24767,1,495340,-390,-0.08,1015,0.20,-520,-0.10,69200,0.69
6983,Exit long,2025-10-14 20:21,X,24755.5,1,494950,160,0.03,280,0.06,-140,-0.03,69360,0.69
6983,Entry long,2025-10-14 20:12,B=0|T=20251015T0012,24747.5,1,494950,160,0.03,280,0.06,-140,-0.03,69360,0.69
6984,Exit long,2025-10-14 21:06,X,24775.25,1,495110,395,0.08,880,0.18,-45,-0.01,69755,0.70
6984,Entry long,2025-10-14 20:21,B=1|T=20251015T0021,24755.5,1,495110,395,0.08,880,0.18,-45,-0.01,69755,0.70
6985,Exit long,2025-10-14 21:15,X,24791.75,1,495505,330,0.07,360,0.07,-250,-0.05,70085,0.70
6985,Entry long,2025-10-14 21:06,B=0|T=20251015T0106,24775.25,1,495505,330,0.07,360,0.07,-250,-0.05,70085,0.70
6986,Exit long,2025-10-14 21:18,X,24790.5,1,495835,-25,-0.01,30,0.01,-100,-0.02,70060,0.70
6986,Entry long,2025-10-14 21:15,B=1|T=20251015T0115,24791.75,1,495835,-25,-0.01,30,0.01,-100,-0.02,70060,0.70
6987,Exit long,2025-10-14 21:21,X,24801,1,495810,210,0.04,305,0.06,-5,0.00,70270,0.70
6987,Entry long,2025-10-14 21:18,B=0|T=20251015T0118,24790.5,1,495810,210,0.04,305,0.06,-5,0.00,70270,0.70
6988,Exit long,2025-10-14 21:33,X,24805,1,496020,80,0.02,275,0.06,-75,-0.02,70350,0.70
6988,Entry long,2025-10-14 21:21,B=1|T=20251015T0121,24801,1,496020,80,0.02,275,0.06,-75,-0.02,70350,0.70
6989,Exit long,2025-10-14 22:00,X,24805.75,1,496100,15,0.00,120,0.02,-260,-0.05,70365,0.70
6989,Entry long,2025-10-14 21:33,B=0|T=20251015T0133,24805,1,496100,15,0.00,120,0.02,-260,-0.05,70365,0.70
6990,Exit long,2025-10-14 22:54,X,24813.75,1,496115,160,0.03,1000,0.20,-95,-0.02,70525,0.71
6990,Entry long,2025-10-14 22:00,B=1|T=20251015T0200,24805.75,1,496115,160,0.03,1000,0.20,-95,-0.02,70525,0.71
6991,Exit long,2025-10-14 23:27,X,24828.75,1,496275,300,0.06,305,0.06,-500,-0.10,70825,0.71
6991,Entry long,2025-10-14 22:54,B=0|T=20251015T0254,24813.75,1,496275,300,0.06,305,0.06,-500,-0.10,70825,0.71
6992,Exit long,2025-10-14 23:36,X,24818.25,1,496575,-210,-0.04,35,0.01,-230,-0.05,70615,0.71
6992,Entry long,2025-10-14 23:27,B=1|T=20251015T0327,24828.75,1,496575,-210,-0.04,35,0.01,-230,-0.05,70615,0.71
6993,Exit long,2025-10-15 00:27,X,24833.5,1,496365,305,0.06,495,0.10,-435,-0.09,70920,0.71
6993,Entry long,2025-10-14 23:36,B=0|T=20251015T0336,24818.25,1,496365,305,0.06,495,0.10,-435,-0.09,70920,0.71
6994,Exit long,2025-10-15 00:39,X,24834.5,1,496670,20,0.00,140,0.03,-55,-0.01,70940,0.71
6994,Entry long,2025-10-15 00:27,B=1|T=20251015T0427,24833.5,1,496670,20,0.00,140,0.03,-55,-0.01,70940,0.71
6995,Exit long,2025-10-15 00:42,X,24840.25,1,496690,115,0.02,150,0.03,-25,-0.01,71055,0.71
6995,Entry long,2025-10-15 00:39,B=0|T=20251015T0439,24834.5,1,496690,115,0.02,150,0.03,-25,-0.01,71055,0.71
6996,Exit long,2025-10-15 02:03,X,24875.25,1,496805,700,0.14,1595,0.32,-55,-0.01,71755,0.72
6996,Entry long,2025-10-15 00:42,B=1|T=20251015T0442,24840.25,1,496805,700,0.14,1595,0.32,-55,-0.01,71755,0.72
6997,Exit long,2025-10-15 02:06,X,24876.75,1,497505,30,0.01,50,0.01,-75,-0.02,71785,0.72
6997,Entry long,2025-10-15 02:03,B=0|T=20251015T0603,24875.25,1,497505,30,0.01,50,0.01,-75,-0.02,71785,0.72
6998,Exit long,2025-10-15 02:15,X,24868.5,1,497535,-165,-0.03,300,0.06,-165,-0.03,71620,0.72
6998,Entry long,2025-10-15 02:06,B=1|T=20251015T0606,24876.75,1,497535,-165,-0.03,300,0.06,-165,-0.03,71620,0.72
6999,Exit long,2025-10-15 02:18,X,24883.75,1,497370,305,0.06,390,0.08,0,0.00,71925,0.72
6999,Entry long,2025-10-15 02:15,B=0|T=20251015T0615,24868.5,1,497370,305,0.06,390,0.08,0,0.00,71925,0.72
7000,Exit long,2025-10-15 02:54,X,24887.75,1,497675,80,0.02,500,0.10,-90,-0.02,72005,0.72
7000,Entry long,2025-10-15 02:18,B=1|T=20251015T0618,24883.75,1,497675,80,0.02,500,0.10,-90,-0.02,72005,0.72
7001,Exit long,2025-10-15 02:57,X,24902,1,497755,285,0.06,370,0.07,0,0.00,72290,0.72
7001,Entry long,2025-10-15 02:54,B=0|T=20251015T0654,24887.75,1,497755,285,0.06,370,0.07,0,0.00,72290,0.72
7002,Exit long,2025-10-15 03:00,X,24896,1,498040,-120,-0.02,40,0.01,-170,-0.03,72170,0.72
7002,Entry long,2025-10-15 02:57,B=1|T=20251015T0657,24902,1,498040,-120,-0.02,40,0.01,-170,-0.03,72170,0.72
7003,Exit long,2025-10-15 03:03,X,24900.25,1,497920,85,0.02,140,0.03,-35,-0.01,72255,0.72
7003,Entry long,2025-10-15 03:00,B=0|T=20251015T0700,24896,1,497920,85,0.02,140,0.03,-35,-0.01,72255,0.72
7004,Exit long,2025-10-15 03:06,X,24894.5,1,498005,-115,-0.02,40,0.01,-215,-0.04,72140,0.72
7004,Entry long,2025-10-15 03:03,B=1|T=20251015T0703,24900.25,1,498005,-115,-0.02,40,0.01,-215,-0.04,72140,0.72
7005,Exit long,2025-10-15 03:09,X,24910.25,1,497890,315,0.06,345,0.07,0,0.00,72455,0.72
7005,Entry long,2025-10-15 03:06,B=0|T=20251015T0706,24894.5,1,497890,315,0.06,345,0.07,0,0.00,72455,0.72
7006,Exit long,2025-10-15 03:18,X,24902.5,1,498205,-155,-0.03,325,0.07,-305,-0.06,72300,0.72
7006,Entry long,2025-10-15 03:09,B=1|T=20251015T0709,24910.25,1,498205,-155,-0.03,325,0.07,-305,-0.06,72300,0.72
7007,Exit long,2025-10-15 04:00,X,24920.25,1,498050,355,0.07,375,0.08,-520,-0.10,72655,0.73
7007,Entry long,2025-10-15 03:18,B=0|T=20251015T0718,24902.5,1,498050,355,0.07,375,0.08,-520,-0.10,72655,0.73
7008,Exit long,2025-10-15 04:21,X,24910.5,1,498405,-195,-0.04,290,0.06,-205,-0.04,72460,0.72
7008,Entry long,2025-10-15 04:00,B=1|T=20251015T0800,24920.25,1,498405,-195,-0.04,290,0.06,-205,-0.04,72460,0.72
7009,Exit long,2025-10-15 04:24,X,24922,1,498210,230,0.05,280,0.06,-50,-0.01,72690,0.73
7009,Entry long,2025-10-15 04:21,B=0|T=20251015T0821,24910.5,1,498210,230,0.05,280,0.06,-50,-0.01,72690,0.73
7010,Exit long,2025-10-15 04:33,X,24914.25,1,498440,-155,-0.03,180,0.04,-205,-0.04,72535,0.73
7010,Entry long,2025-10-15 04:24,B=1|T=20251015T0824,24922,1,498440,-155,-0.03,180,0.04,-205,-0.04,72535,0.73
7011,Exit long,2025-10-15 04:36,X,24924.5,1,498285,205,0.04,215,0.04,-120,-0.02,72740,0.73
7011,Entry long,2025-10-15 04:33,B=0|T=20251015T0833,24914.25,1,498285,205,0.04,215,0.04,-120,-0.02,72740,0.73
7012,Exit long,2025-10-15 04:45,X,24917.25,1,498490,-145,-0.03,100,0.02,-190,-0.04,72595,0.73
7012,Entry long,2025-10-15 04:36,B=1|T=20251015T0836,24924.5,1,498490,-145,-0.03,100,0.02,-190,-0.04,72595,0.73
7013,Exit long,2025-10-15 04:48,X,24921.75,1,498345,90,0.02,100,0.02,-15,0.00,72685,0.73
7013,Entry long,2025-10-15 04:45,B=0|T=20251015T0845,24917.25,1,498345,90,0.02,100,0.02,-15,0.00,72685,0.73
7014,Exit long,2025-10-15 06:15,X,24951.75,1,498435,600,0.12,1395,0.28,-25,-0.01,73285,0.73
7014,Entry long,2025-10-15 04:48,B=1|T=20251015T0848,24921.75,1,498435,600,0.12,1395,0.28,-25,-0.01,73285,0.73
7015,Exit long,2025-10-15 06:18,X,24960.75,1,499035,180,0.04,225,0.05,0,0.00,73465,0.73
7015,Entry long,2025-10-15 06:15,B=0|T=20251015T1015,24951.75,1,499035,180,0.04,225,0.05,0,0.00,73465,0.73
7016,Exit long,2025-10-15 06:33,X,24953.25,1,499215,-150,-0.03,155,0.03,-230,-0.05,73315,0.73
7016,Entry long,2025-10-15 06:18,B=1|T=20251015T1018,24960.75,1,499215,-150,-0.03,155,0.03,-230,-0.05,73315,0.73
7017,Exit long,2025-10-15 06:45,X,24972.75,1,499065,390,0.08,400,0.08,-60,-0.01,73705,0.74
7017,Entry long,2025-10-15 06:33,B=0|T=20251015T1033,24953.25,1,499065,390,0.08,400,0.08,-60,-0.01,73705,0.74
7018,Exit long,2025-10-15 06:57,X,24966.75,1,499455,-120,-0.02,145,0.03,-155,-0.03,73585,0.74
7018,Entry long,2025-10-15 06:45,B=1|T=20251015T1045,24972.75,1,499455,-120,-0.02,145,0.03,-155,-0.03,73585,0.74
7019,Exit long,2025-10-15 08:03,X,24975.5,1,499335,175,0.04,185,0.04,-580,-0.12,73760,0.74
7019,Entry long,2025-10-15 06:57,B=0|T=20251015T1057,24966.75,1,499335,175,0.04,185,0.04,-580,-0.12,73760,0.74
7020,Exit long,2025-10-15 09:30,X,24965.75,1,499510,-195,-0.04,1000,0.20,-390,-0.08,73565,0.74
7020,Entry long,2025-10-15 08:03,B=1|T=20251015T1203,24975.5,1,499510,-195,-0.04,1000,0.20,-390,-0.08,73565,0.74
7021,Exit long,2025-10-15 09:33,X,24973,1,499315,145,0.03,480,0.10,-375,-0.08,73710,0.74
7021,Entry long,2025-10-15 09:30,B=0|T=20251015T1330,24965.75,1,499315,145,0.03,480,0.10,-375,-0.08,73710,0.74
7022,Exit long,2025-10-15 09:36,X,24950.25,1,499460,-455,-0.09,430,0.09,-810,-0.16,73255,0.73
7022,Entry long,2025-10-15 09:33,B=1|T=20251015T1333,24973,1,499460,-455,-0.09,430,0.09,-810,-0.16,73255,0.73
7023,Exit long,2025-10-15 09:39,X,24963.75,1,499005,270,0.05,335,0.07,-470,-0.09,73525,0.74
7023,Entry long,2025-10-15 09:36,B=0|T=20251015T1336,24950.25,1,499005,270,0.05,335,0.07,-470,-0.09,73525,0.74
7024,Exit long,2025-10-15 09:42,X,24941.5,1,499275,-445,-0.09,210,0.04,-865,-0.17,73080,0.73
7024,Entry long,2025-10-15 09:39,B=1|T=20251015T1339,24963.75,1,499275,-445,-0.09,210,0.04,-865,-0.17,73080,0.73
7025,Exit long,2025-10-15 09:51,X,24981.25,1,498830,795,0.16,895,0.18,-890,-0.18,73875,0.74
7025,Entry long,2025-10-15 09:42,B=0|T=20251015T1342,24941.5,1,498830,795,0.16,895,0.18,-890,-0.18,73875,0.74
7026,Exit long,2025-10-15 11:09,X,25067.25,1,499625,1720,0.34,2675,0.54,-200,-0.04,75595,0.76
7026,Entry long,2025-10-15 09:51,B=1|T=20251015T1351,24981.25,1,499625,1720,0.34,2675,0.54,-200,-0.04,75595,0.76
7027,Exit long,2025-10-15 11:12,X,25077.25,1,501345,200,0.04,225,0.04,-215,-0.04,75795,0.76
7027,Entry long,2025-10-15 11:09,B=0|T=20251015T1509,25067.25,1,501345,200,0.04,225,0.04,-215,-0.04,75795,0.76
7028,Exit long,2025-10-15 11:15,X,25066.75,1,501545,-210,-0.04,160,0.03,-510,-0.10,75585,0.76
7028,Entry long,2025-10-15 11:12,B=1|T=20251015T1512,25077.25,1,501545,-210,-0.04,160,0.03,-510,-0.10,75585,0.76
7029,Exit long,2025-10-15 13:48,X,24894,1,501335,-3455,-0.69,335,0.07,-8070,-1.61,72130,0.72
7029,Entry long,2025-10-15 11:15,B=0|T=20251015T1515,25066.75,1,501335,-3455,-0.69,335,0.07,-8070,-1.61,72130,0.72
7030,Exit long,2025-10-15 18:36,X,24960.5,1,497880,1330,0.27,1965,0.39,-980,-0.20,73460,0.73
7030,Entry long,2025-10-15 13:48,B=1|T=20251015T1748,24894,1,497880,1330,0.27,1965,0.39,-980,-0.20,73460,0.73
7031,Exit long,2025-10-15 18:51,X,24967.5,1,499210,140,0.03,280,0.06,-315,-0.06,73600,0.74
7031,Entry long,2025-10-15 18:36,B=0|T=20251015T2236,24960.5,1,499210,140,0.03,280,0.06,-315,-0.06,73600,0.74
7032,Exit long,2025-10-15 19:09,X,24963.5,1,499350,-80,-0.02,260,0.05,-210,-0.04,73520,0.74
7032,Entry long,2025-10-15 18:51,B=1|T=20251015T2251,24967.5,1,499350,-80,-0.02,260,0.05,-210,-0.04,73520,0.74
7033,Exit long,2025-10-15 21:00,X,24928.75,1,499270,-695,-0.14,45,0.01,-1775,-0.36,72825,0.73
7033,Entry long,2025-10-15 19:09,B=0|T=20251015T2309,24963.5,1,499270,-695,-0.14,45,0.01,-1775,-0.36,72825,0.73
7034,Exit long,2025-10-15 22:33,X,24901.5,1,498575,-545,-0.11,415,0.08,-545,-0.11,72280,0.72
7034,Entry long,2025-10-15 21:00,B=1|T=20251016T0100,24928.75,1,498575,-545,-0.11,415,0.08,-545,-0.11,72280,0.72
7035,Exit long,2025-10-15 22:36,X,24906.25,1,498030,95,0.02,95,0.02,-120,-0.02,72375,0.72
7035,Entry long,2025-10-15 22:33,B=0|T=20251016T0233,24901.5,1,498030,95,0.02,95,0.02,-120,-0.02,72375,0.72
