Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
261,Entry long,2025-03-13 07:15,B=0|T=20250313T1115,19539.75,1,390795,135,0.03,1205,0.31,-1255,-0.32,-35095,-0.35
262,Exit long,2025-03-13 09:30,X,19471.25,1,390930,-1505,-0.38,885,0.23,-1510,-0.39,-36600,-0.37
262,Entry long,2025-03-13 08:30,B=1|T=20250313T1230,19546.5,1,390930,-1505,-0.38,885,0.23,-1510,-0.39,-36600,-0.37
263,Exit long,2025-03-13 18:00,X,19346.75,1,389425,-2490,-0.64,1975,0.51,-6025,-1.55,-39090,-0.39
263,Entry long,2025-03-13 09:30,B=0|T=20250313T1330,19471.25,1,389425,-2490,-0.64,1975,0.51,-6025,-1.55,-39090,-0.39
264,Exit long,2025-03-14 10:15,X,19475.5,1,386935,2575,0.67,5480,1.42,-530,-0.14,-36515,-0.37
264,Entry long,2025-03-13 18:00,B=1|T=20250313T2200,19346.75,1,386935,2575,0.67,5480,1.42,-530,-0.14,-36515,-0.37
265,Exit long,2025-03-14 10:30,X,19550.25,1,389510,1495,0.38,1720,0.44,-155,-0.04,-35020,-0.35
265,Entry long,2025-03-14 10:15,B=0|T=20250314T1415,19475.5,1,389510,1495,0.38,1720,0.44,-155,-0.04,-35020,-0.35
266,Exit long,2025-03-16 18:00,X,19614.5,1,391005,1285,0.33,3845,0.98,-165,-0.04,-33735,-0.34
266,Entry long,2025-03-14 10:30,B=1|T=20250314T1430,19550.25,1,391005,1285,0.33,3845,0.98,-165,-0.04,-33735,-0.34
267,Exit long,2025-03-17 06:00,X,19648.75,1,392290,685,0.17,745,0.19,-1280,-0.33,-33050,-0.33
267,Entry long,2025-03-16 18:00,B=0|T=20250316T2200,19614.5,1,392290,685,0.17,745,0.19,-1280,-0.33,-33050,-0.33
268,Exit long,2025-03-17 11:30,X,19653.75,1,392975,100,0.03,3980,1.01,-400,-0.10,-32950,-0.33
268,Entry long,2025-03-17 06:00,B=1|T=20250317T1000,19648.75,1,392975,100,0.03,3980,1.01,-400,-0.10,-32950,-0.33
269,Exit long,2025-03-17 12:00,X,19729.5,1,393075,1515,0.39,1825,0.46,-150,-0.04,-31435,-0.31
269,Entry long,2025-03-17 11:30,B=0|T=20250317T1530,19653.75,1,393075,1515,0.39,1825,0.46,-150,-0.04,-31435,-0.31
270,Exit long,2025-03-17 12:15,X,19669,1,394590,-1210,-0.31,140,0.04,-1375,-0.35,-32645,-0.33
270,Entry long,2025-03-17 12:00,B=1|T=20250317T1600,19729.5,1,394590,-1210,-0.31,140,0.04,-1375,-0.35,-32645,-0.33
271,Exit long,2025-03-17 12:45,X,19699.25,1,393380,605,0.15,920,0.23,-285,-0.07,-32040,-0.32
271,Entry long,2025-03-17 12:15,B=0|T=20250317T1615,19669,1,393380,605,0.15,920,0.23,-285,-0.07,-32040,-0.32
272,Exit long,2025-03-17 21:30,X,19968.5,1,393985,5385,1.37,7345,1.86,-520,-0.13,-26655,-0.27
272,Entry long,2025-03-17 12:45,B=1|T=20250317T1645,19699.25,1,393985,5385,1.37,7345,1.86,-520,-0.13,-26655,-0.27
273,Exit long,2025-03-18 14:45,X,19745.5,1,399370,-4460,-1.12,1400,0.35,-7285,-1.82,-31115,-0.31
273,Entry long,2025-03-17 21:30,B=0|T=20250318T0130,19968.5,1,399370,-4460,-1.12,1400,0.35,-7285,-1.82,-31115,-0.31
274,Exit long,2025-03-18 15:00,X,19726,1,394910,-390,-0.10,135,0.03,-830,-0.21,-31505,-0.32
274,Entry long,2025-03-18 14:45,B=1|T=20250318T1845,19745.5,1,394910,-390,-0.10,135,0.03,-830,-0.21,-31505,-0.32
275,Exit long,2025-03-18 16:00,X,19722,1,394520,-80,-0.02,440,0.11,-1275,-0.32,-31585,-0.32
275,Entry long,2025-03-18 15:00,B=0|T=20250318T1900,19726,1,394520,-80,-0.02,440,0.11,-1275,-0.32,-31585,-0.32
276,Exit long,2025-03-18 18:15,X,19668,1,394440,-1080,-0.27,10,0.00,-1115,-0.28,-32665,-0.33
276,Entry long,2025-03-18 16:00,B=1|T=20250318T2000,19722,1,394440,-1080,-0.27,10,0.00,-1115,-0.28,-32665,-0.33
277,Exit long,2025-03-18 18:30,X,19699.75,1,393360,635,0.16,690,0.18,-20,-0.01,-32030,-0.32
277,Entry long,2025-03-18 18:15,B=0|T=20250318T2215,19668,1,393360,635,0.16,690,0.18,-20,-0.01,-32030,-0.32
278,Exit long,2025-03-19 08:15,X,19755,1,393995,1105,0.28,1955,0.50,-795,-0.20,-30925,-0.31
278,Entry long,2025-03-18 18:30,B=1|T=20250318T2230,19699.75,1,393995,1105,0.28,1955,0.50,-795,-0.20,-30925,-0.31
279,Exit long,2025-03-19 09:45,X,19823.25,1,395100,1365,0.35,1795,0.45,-975,-0.25,-29560,-0.30
279,Entry long,2025-03-19 08:15,B=0|T=20250319T1215,19755,1,395100,1365,0.35,1795,0.45,-975,-0.25,-29560,-0.30
280,Exit long,2025-03-19 10:45,X,19798,1,396465,-505,-0.13,1550,0.39,-705,-0.18,-30065,-0.30
280,Entry long,2025-03-19 09:45,B=1|T=20250319T1345,19823.25,1,396465,-505,-0.13,1550,0.39,-705,-0.18,-30065,-0.30
281,Exit long,2025-03-19 11:00,X,19861.5,1,395960,1270,0.32,1560,0.39,-160,-0.04,-28795,-0.29
281,Entry long,2025-03-19 10:45,B=0|T=20250319T1445,19798,1,395960,1270,0.32,1560,0.39,-160,-0.04,-28795,-0.29
282,Exit long,2025-03-19 13:00,X,19815.25,1,397230,-925,-0.23,1520,0.38,-995,-0.25,-29720,-0.30
282,Entry long,2025-03-19 11:00,B=1|T=20250319T1500,19861.5,1,397230,-925,-0.23,1520,0.38,-995,-0.25,-29720,-0.30
283,Exit long,2025-03-19 14:00,X,19892,1,396305,1535,0.39,1910,0.48,-925,-0.23,-28185,-0.28
283,Entry long,2025-03-19 13:00,B=0|T=20250319T1700,19815.25,1,396305,1535,0.39,1910,0.48,-925,-0.23,-28185,-0.28
284,Exit long,2025-03-19 14:15,X,19871.25,1,397840,-415,-0.10,730,0.18,-650,-0.16,-28600,-0.29
284,Entry long,2025-03-19 14:00,B=1|T=20250319T1800,19892,1,397840,-415,-0.10,730,0.18,-650,-0.16,-28600,-0.29
285,Exit long,2025-03-19 14:30,X,19967,1,397425,1915,0.48,2130,0.54,-75,-0.02,-26685,-0.27
285,Entry long,2025-03-19 14:15,B=0|T=20250319T1815,19871.25,1,397425,1915,0.48,2130,0.54,-75,-0.02,-26685,-0.27
286,Exit long,2025-03-20 00:30,X,20070.5,1,399340,2070,0.52,3520,0.88,-645,-0.16,-24615,-0.25
286,Entry long,2025-03-19 14:30,B=1|T=20250319T1830,19967,1,399340,2070,0.52,3520,0.88,-645,-0.16,-24615,-0.25
287,Exit long,2025-03-20 10:00,X,20002,1,401410,-1370,-0.34,390,0.10,-6705,-1.67,-25985,-0.26
287,Entry long,2025-03-20 00:30,B=0|T=20250320T0430,20070.5,1,401410,-1370,-0.34,390,0.10,-6705,-1.67,-25985,-0.26
288,Exit long,2025-03-20 11:45,X,19985.75,1,400040,-325,-0.08,2060,0.51,-740,-0.18,-26310,-0.26
288,Entry long,2025-03-20 10:00,B=1|T=20250320T1400,20002,1,400040,-325,-0.08,2060,0.51,-740,-0.18,-26310,-0.26
289,Exit long,2025-03-20 15:30,X,19889.5,1,399715,-1925,-0.48,1085,0.27,-3815,-0.95,-28235,-0.28
289,Entry long,2025-03-20 11:45,B=0|T=20250320T1545,19985.75,1,399715,-1925,-0.48,1085,0.27,-3815,-0.95,-28235,-0.28
290,Exit long,2025-03-20 19:00,X,19857.5,1,397790,-640,-0.16,645,0.16,-755,-0.19,-28875,-0.29
290,Entry long,2025-03-20 15:30,B=1|T=20250320T1930,19889.5,1,397790,-640,-0.16,645,0.16,-755,-0.19,-28875,-0.29
291,Exit long,2025-03-20 19:30,X,19869.25,1,397150,235,0.06,245,0.06,-205,-0.05,-28640,-0.29
291,Entry long,2025-03-20 19:00,B=0|T=20250320T2300,19857.5,1,397150,235,0.06,245,0.06,-205,-0.05,-28640,-0.29
292,Exit long,2025-03-21 01:00,X,19855.75,1,397385,-270,-0.07,1270,0.32,-340,-0.09,-28910,-0.29
292,Entry long,2025-03-20 19:30,B=1|T=20250320T2330,19869.25,1,397385,-270,-0.07,1270,0.32,-340,-0.09,-28910,-0.29
293,Exit long,2025-03-21 01:15,X,19866.75,1,397115,220,0.06,335,0.08,0,0.00,-28690,-0.29
293,Entry long,2025-03-21 01:00,B=0|T=20250321T0500,19855.75,1,397115,220,0.06,335,0.08,0,0.00,-28690,-0.29
294,Exit long,2025-03-21 01:30,X,19830.25,1,397335,-730,-0.18,90,0.02,-765,-0.19,-29420,-0.29
294,Entry long,2025-03-21 01:15,B=1|T=20250321T0515,19866.75,1,397335,-730,-0.18,90,0.02,-765,-0.19,-29420,-0.29
295,Exit long,2025-03-21 02:15,X,19856.25,1,396605,520,0.13,700,0.18,-145,-0.04,-28900,-0.29
295,Entry long,2025-03-21 01:30,B=0|T=20250321T0530,19830.25,1,396605,520,0.13,700,0.18,-145,-0.04,-28900,-0.29
296,Exit long,2025-03-21 03:30,X,19827.25,1,397125,-580,-0.15,815,0.21,-720,-0.18,-29480,-0.29
296,Entry long,2025-03-21 02:15,B=1|T=20250321T0615,19856.25,1,397125,-580,-0.15,815,0.21,-720,-0.18,-29480,-0.29
297,Exit long,2025-03-21 04:00,X,19852.5,1,396545,505,0.13,910,0.23,-100,-0.03,-28975,-0.29
297,Entry long,2025-03-21 03:30,B=0|T=20250321T0730,19827.25,1,396545,505,0.13,910,0.23,-100,-0.03,-28975,-0.29
298,Exit long,2025-03-21 04:15,X,19789.25,1,397050,-1265,-0.32,50,0.01,-1410,-0.36,-30240,-0.30
298,Entry long,2025-03-21 04:00,B=1|T=20250321T0800,19852.5,1,397050,-1265,-0.32,50,0.01,-1410,-0.36,-30240,-0.30
299,Exit long,2025-03-21 12:00,X,19801,1,395785,235,0.06,1120,0.28,-3740,-0.94,-30005,-0.30
299,Entry long,2025-03-21 04:15,B=0|T=20250321T0815,19789.25,1,395785,235,0.06,1120,0.28,-3740,-0.94,-30005,-0.30
300,Exit long,2025-03-24 03:30,X,20162,1,396020,7220,1.82,7440,1.88,-185,-0.05,-22785,-0.23
300,Entry long,2025-03-21 12:00,B=1|T=20250321T1600,19801,1,396020,7220,1.82,7440,1.88,-185,-0.05,-22785,-0.23
301,Exit long,2025-03-24 04:00,X,20218,1,403240,1120,0.28,1165,0.29,-65,-0.02,-21665,-0.22
301,Entry long,2025-03-24 03:30,B=0|T=20250324T0730,20162,1,403240,1120,0.28,1165,0.29,-65,-0.02,-21665,-0.22
302,Exit long,2025-03-24 04:15,X,20209.75,1,404360,-165,-0.04,185,0.05,-500,-0.12,-21830,-0.22
302,Entry long,2025-03-24 04:00,B=1|T=20250324T0800,20218,1,404360,-165,-0.04,185,0.05,-500,-0.12,-21830,-0.22
303,Exit long,2025-03-24 11:15,X,20355.75,1,404195,2920,0.72,3210,0.79,-605,-0.15,-18910,-0.19
303,Entry long,2025-03-24 04:15,B=0|T=20250324T0815,20209.75,1,404195,2920,0.72,3210,0.79,-605,-0.15,-18910,-0.19
304,Exit long,2025-03-24 13:00,X,20322.25,1,407115,-670,-0.16,500,0.12,-775,-0.19,-19580,-0.20
304,Entry long,2025-03-24 11:15,B=1|T=20250324T1515,20355.75,1,407115,-670,-0.16,500,0.12,-775,-0.19,-19580,-0.20
305,Exit long,2025-03-24 14:30,X,20359.5,1,406445,745,0.18,1010,0.25,-280,-0.07,-18835,-0.19
305,Entry long,2025-03-24 13:00,B=0|T=20250324T1700,20322.25,1,406445,745,0.18,1010,0.25,-280,-0.07,-18835,-0.19
306,Exit long,2025-03-24 18:00,X,20348.25,1,407190,-225,-0.06,1000,0.25,-625,-0.15,-19060,-0.19
306,Entry long,2025-03-24 14:30,B=1|T=20250324T1830,20359.5,1,407190,-225,-0.06,1000,0.25,-625,-0.15,-19060,-0.19
307,Exit long,2025-03-25 06:15,X,20356.5,1,406965,165,0.04,530,0.13,-1105,-0.27,-18895,-0.19
307,Entry long,2025-03-24 18:00,B=0|T=20250324T2200,20348.25,1,406965,165,0.04,530,0.13,-1105,-0.27,-18895,-0.19
308,Exit long,2025-03-25 13:15,X,20409.25,1,407130,1055,0.26,2775,0.68,-30,-0.01,-17840,-0.18
308,Entry long,2025-03-25 06:15,B=1|T=20250325T1015,20356.5,1,407130,1055,0.26,2775,0.68,-30,-0.01,-17840,-0.18
309,Exit long,2025-03-25 13:30,X,20425,1,408185,315,0.08,385,0.09,-25,-0.01,-17525,-0.18
309,Entry long,2025-03-25 13:15,B=0|T=20250325T1715,20409.25,1,408185,315,0.08,385,0.09,-25,-0.01,-17525,-0.18
310,Exit long,2025-03-25 21:30,X,20509.75,1,408500,1695,0.41,2235,0.55,-445,-0.11,-15830,-0.16
310,Entry long,2025-03-25 13:30,B=1|T=20250325T1730,20425,1,408500,1695,0.41,2235,0.55,-445,-0.11,-15830,-0.16
311,Exit long,2025-03-26 20:00,X,20061.75,1,410195,-8960,-2.18,105,0.03,-10130,-2.47,-24790,-0.25
311,Entry long,2025-03-25 21:30,B=0|T=20250326T0130,20509.75,1,410195,-8960,-2.18,105,0.03,-10130,-2.47,-24790,-0.25
312,Exit long,2025-03-27 09:00,X,20055.5,1,401235,-125,-0.03,1720,0.43,-835,-0.21,-24915,-0.25
312,Entry long,2025-03-26 20:00,B=1|T=20250327T0000,20061.75,1,401235,-125,-0.03,1720,0.43,-835,-0.21,-24915,-0.25
313,Exit long,2025-03-27 10:00,X,20090.25,1,401110,695,0.17,945,0.24,-2365,-0.59,-24220,-0.24
313,Entry long,2025-03-27 09:00,B=0|T=20250327T1300,20055.5,1,401110,695,0.17,945,0.24,-2365,-0.59,-24220,-0.24
314,Exit long,2025-03-27 11:45,X,20048,1,401805,-845,-0.21,2185,0.54,-995,-0.25,-25065,-0.25
314,Entry long,2025-03-27 10:00,B=1|T=20250327T1400,20090.25,1,401805,-845,-0.21,2185,0.54,-995,-0.25,-25065,-0.25
315,Exit long,2025-03-27 12:00,X,20101.5,1,400960,1070,0.27,1115,0.28,-180,-0.04,-23995,-0.24
315,Entry long,2025-03-27 11:45,B=0|T=20250327T1545,20048,1,400960,1070,0.27,1115,0.28,-180,-0.04,-23995,-0.24
316,Exit long,2025-03-27 12:45,X,20008.5,1,402030,-1860,-0.46,1085,0.27,-1910,-0.48,-25855,-0.26
316,Entry long,2025-03-27 12:00,B=1|T=20250327T1600,20101.5,1,402030,-1860,-0.46,1085,0.27,-1910,-0.48,-25855,-0.26
317,Exit long,2025-03-27 13:00,X,20063.75,1,400170,1105,0.28,1115,0.28,-150,-0.04,-24750,-0.25
317,Entry long,2025-03-27 12:45,B=0|T=20250327T1645,20008.5,1,400170,1105,0.28,1115,0.28,-150,-0.04,-24750,-0.25
318,Exit long,2025-03-27 13:15,X,20009.5,1,401275,-1085,-0.27,140,0.03,-1140,-0.28,-25835,-0.26
318,Entry long,2025-03-27 13:00,B=1|T=20250327T1700,20063.75,1,401275,-1085,-0.27,140,0.03,-1140,-0.28,-25835,-0.26
319,Exit long,2025-03-27 14:00,X,20080,1,400190,1410,0.35,1455,0.36,-100,-0.02,-24425,-0.24
319,Entry long,2025-03-27 13:15,B=0|T=20250327T1715,20009.5,1,400190,1410,0.35,1455,0.36,-100,-0.02,-24425,-0.24
320,Exit long,2025-03-27 15:45,X,19994.5,1,401600,-1710,-0.43,995,0.25,-2100,-0.52,-26135,-0.26
320,Entry long,2025-03-27 14:00,B=1|T=20250327T1800,20080,1,401600,-1710,-0.43,995,0.25,-2100,-0.52,-26135,-0.26
321,Exit long,2025-03-27 21:15,X,19988,1,399890,-130,-0.03,490,0.12,-1265,-0.32,-26265,-0.26
321,Entry long,2025-03-27 15:45,B=0|T=20250327T1945,19994.5,1,399890,-130,-0.03,490,0.12,-1265,-0.32,-26265,-0.26
322,Exit long,2025-03-27 21:45,X,19964.75,1,399760,-465,-0.12,45,0.01,-545,-0.14,-26730,-0.27
322,Entry long,2025-03-27 21:15,B=1|T=20250328T0115,19988,1,399760,-465,-0.12,45,0.01,-545,-0.14,-26730,-0.27
323,Exit long,2025-03-27 22:00,X,19981,1,399295,325,0.08,425,0.11,-30,-0.01,-26405,-0.26
323,Entry long,2025-03-27 21:45,B=0|T=20250328T0145,19964.75,1,399295,325,0.08,425,0.11,-30,-0.01,-26405,-0.26
324,Exit long,2025-03-28 02:45,X,19923,1,399620,-1160,-0.29,555,0.14,-1200,-0.30,-27565,-0.28
324,Entry long,2025-03-27 22:00,B=1|T=20250328T0200,19981,1,399620,-1160,-0.29,555,0.14,-1200,-0.30,-27565,-0.28
325,Exit long,2025-03-30 22:30,X,19231,1,398460,-13840,-3.47,935,0.23,-15260,-3.83,-41405,-0.41
325,Entry long,2025-03-28 02:45,B=0|T=20250328T0645,19923,1,398460,-13840,-3.47,935,0.23,-15260,-3.83,-41405,-0.41
326,Exit long,2025-03-30 23:00,X,19190.75,1,384620,-805,-0.21,85,0.02,-810,-0.21,-42210,-0.42
326,Entry long,2025-03-30 22:30,B=1|T=20250331T0230,19231,1,384620,-805,-0.21,85,0.02,-810,-0.21,-42210,-0.42
327,Exit long,2025-03-30 23:15,X,19205.25,1,383815,290,0.08,330,0.09,-225,-0.06,-41920,-0.42
327,Entry long,2025-03-30 23:00,B=0|T=20250331T0300,19190.75,1,383815,290,0.08,330,0.09,-225,-0.06,-41920,-0.42
328,Exit long,2025-03-31 09:30,X,19004.25,1,384105,-4020,-1.05,1340,0.35,-4030,-1.05,-45940,-0.46
328,Entry long,2025-03-30 23:15,B=1|T=20250331T0315,19205.25,1,384105,-4020,-1.05,1340,0.35,-4030,-1.05,-45940,-0.46
329,Exit long,2025-03-31 10:00,X,19156,1,380085,3035,0.80,3275,0.86,-550,-0.14,-42905,-0.43
329,Entry long,2025-03-31 09:30,B=0|T=20250331T1330,19004.25,1,380085,3035,0.80,3275,0.86,-550,-0.14,-42905,-0.43
330,Exit long,2025-03-31 10:15,X,19059.75,1,383120,-1925,-0.50,135,0.04,-2000,-0.52,-44830,-0.45
330,Entry long,2025-03-31 10:00,B=1|T=20250331T1400,19156,1,383120,-1925,-0.50,135,0.04,-2000,-0.52,-44830,-0.45
331,Exit long,2025-03-31 10:45,X,19139.5,1,381195,1595,0.42,2115,0.55,0,0.00,-43235,-0.43
331,Entry long,2025-03-31 10:15,B=0|T=20250331T1415,19059.75,1,381195,1595,0.42,2115,0.55,0,0.00,-43235,-0.43
332,Exit long,2025-03-31 11:00,X,19121,1,382790,-370,-0.10,935,0.24,-415,-0.11,-43605,-0.44
332,Entry long,2025-03-31 10:45,B=1|T=20250331T1445,19139.5,1,382790,-370,-0.10,935,0.24,-415,-0.11,-43605,-0.44
333,Exit long,2025-03-31 11:15,X,19186.75,1,382420,1315,0.34,2245,0.59,-145,-0.04,-42290,-0.42
333,Entry long,2025-03-31 11:00,B=0|T=20250331T1500,19121,1,382420,1315,0.34,2245,0.59,-145,-0.04,-42290,-0.42
334,Exit long,2025-04-01 06:00,X,19422.25,1,383735,4710,1.23,6485,1.69,-475,-0.12,-37580,-0.38
334,Entry long,2025-03-31 11:15,B=1|T=20250331T1515,19186.75,1,383735,4710,1.23,6485,1.69,-475,-0.12,-37580,-0.38
335,Exit long,2025-04-01 10:45,X,19516,1,388445,1875,0.48,1945,0.50,-3220,-0.83,-35705,-0.36
335,Entry long,2025-04-01 06:00,B=0|T=20250401T1000,19422.25,1,388445,1875,0.48,1945,0.50,-3220,-0.83,-35705,-0.36
336,Exit long,2025-04-01 12:30,X,19503.75,1,390320,-245,-0.06,2560,0.66,-390,-0.10,-35950,-0.36
336,Entry long,2025-04-01 10:45,B=1|T=20250401T1445,19516,1,390320,-245,-0.06,2560,0.66,-390,-0.10,-35950,-0.36
337,Exit long,2025-04-01 12:45,X,19564.25,1,390075,1210,0.31,1820,0.47,-125,-0.03,-34740,-0.35
337,Entry long,2025-04-01 12:30,B=0|T=20250401T1630,19503.75,1,390075,1210,0.31,1820,0.47,-125,-0.03,-34740,-0.35
338,Exit long,2025-04-01 13:45,X,19505.5,1,391285,-1175,-0.30,370,0.09,-1270,-0.32,-35915,-0.36
338,Entry long,2025-04-01 12:45,B=1|T=20250401T1645,19564.25,1,391285,-1175,-0.30,370,0.09,-1270,-0.32,-35915,-0.36
339,Exit long,2025-04-01 15:30,X,19548.25,1,390110,855,0.22,985,0.25,-2410,-0.62,-35060,-0.35
339,Entry long,2025-04-01 13:45,B=0|T=20250401T1745,19505.5,1,390110,855,0.22,985,0.25,-2410,-0.62,-35060,-0.35
340,Exit long,2025-04-01 20:00,X,19593.75,1,390965,910,0.23,2975,0.76,-105,-0.03,-34150,-0.34
340,Entry long,2025-04-01 15:30,B=1|T=20250401T1930,19548.25,1,390965,910,0.23,2975,0.76,-105,-0.03,-34150,-0.34
341,Exit long,2025-04-02 09:30,X,19530,1,391875,-1275,-0.33,370,0.09,-5545,-1.41,-35425,-0.35
341,Entry long,2025-04-01 20:00,B=0|T=20250402T0000,19593.75,1,391875,-1275,-0.33,370,0.09,-5545,-1.41,-35425,-0.35
342,Exit long,2025-04-02 16:15,X,19392.25,1,390600,-2755,-0.71,10285,2.63,-3200,-0.82,-38180,-0.38
342,Entry long,2025-04-02 09:30,B=1|T=20250402T1330,19530,1,390600,-2755,-0.71,10285,2.63,-3200,-0.82,-38180,-0.38
343,Exit long,2025-04-03 00:45,X,19124.75,1,387845,-5350,-1.38,1010,0.26,-11465,-2.96,-43530,-0.44
343,Entry long,2025-04-02 16:15,B=0|T=20250402T2015,19392.25,1,387845,-5350,-1.38,1010,0.26,-11465,-2.96,-43530,-0.44
344,Exit long,2025-04-03 01:15,X,19081.5,1,382495,-865,-0.23,350,0.09,-995,-0.26,-44395,-0.44
344,Entry long,2025-04-03 00:45,B=1|T=20250403T0445,19124.75,1,382495,-865,-0.23,350,0.09,-995,-0.26,-44395,-0.44
345,Exit long,2025-04-03 01:30,X,19086.75,1,381630,105,0.03,375,0.10,-590,-0.15,-44290,-0.44
345,Entry long,2025-04-03 01:15,B=0|T=20250403T0515,19081.5,1,381630,105,0.03,375,0.10,-590,-0.15,-44290,-0.44
346,Exit long,2025-04-03 01:45,X,19042.5,1,381735,-885,-0.23,365,0.10,-965,-0.25,-45175,-0.45
346,Entry long,2025-04-03 01:30,B=1|T=20250403T0530,19086.75,1,381735,-885,-0.23,365,0.10,-965,-0.25,-45175,-0.45
347,Exit long,2025-04-03 02:00,X,19066,1,380850,470,0.12,765,0.20,-390,-0.10,-44705,-0.45
347,Entry long,2025-04-03 01:45,B=0|T=20250403T0545,19042.5,1,380850,470,0.12,765,0.20,-390,-0.10,-44705,-0.45
348,Exit long,2025-04-03 06:00,X,18991.75,1,381320,-1485,-0.39,2220,0.58,-1545,-0.41,-46190,-0.46
348,Entry long,2025-04-03 02:00,B=1|T=20250403T0600,19066,1,381320,-1485,-0.39,2220,0.58,-1545,-0.41,-46190,-0.46
349,Exit long,2025-04-03 06:30,X,19017.5,1,379835,515,0.14,665,0.18,-350,-0.09,-45675,-0.46
349,Entry long,2025-04-03 06:00,B=0|T=20250403T1000,18991.75,1,379835,515,0.14,665,0.18,-350,-0.09,-45675,-0.46
350,Exit long,2025-04-03 08:30,X,18917.75,1,380350,-1995,-0.52,875,0.23,-2270,-0.60,-47670,-0.48
350,Entry long,2025-04-03 06:30,B=1|T=20250403T1030,19017.5,1,380350,-1995,-0.52,875,0.23,-2270,-0.60,-47670,-0.48
351,Exit long,2025-04-04 01:15,X,18585.5,1,378355,-6645,-1.76,3130,0.83,-9195,-2.43,-54315,-0.54
351,Entry long,2025-04-03 08:30,B=0|T=20250403T1230,18917.75,1,378355,-6645,-1.76,3130,0.83,-9195,-2.43,-54315,-0.54
352,Exit long,2025-04-04 06:00,X,18423,1,371710,-3250,-0.87,1805,0.49,-3750,-1.01,-57565,-0.58
352,Entry long,2025-04-04 01:15,B=1|T=20250404T0515,18585.5,1,371710,-3250,-0.87,1805,0.49,-3750,-1.01,-57565,-0.58
353,Exit long,2025-04-06 21:45,X,16985.25,1,368460,-28755,-7.80,200,0.05,-39260,-10.66,-86320,-0.86
353,Entry long,2025-04-04 06:00,B=0|T=20250404T1000,18423,1,368460,-28755,-7.80,200,0.05,-39260,-10.66,-86320,-0.86
354,Exit long,2025-04-08 01:00,X,17698.75,1,339705,14270,4.20,27525,8.10,-10105,-2.97,-72050,-0.72
354,Entry long,2025-04-06 21:45,B=1|T=20250407T0145,16985.25,1,339705,14270,4.20,27525,8.10,-10105,-2.97,-72050,-0.72
355,Exit long,2025-04-08 09:15,X,18150.75,1,353975,9040,2.55,9425,2.66,-610,-0.17,-63010,-0.63
355,Entry long,2025-04-08 01:00,B=0|T=20250408T0500,17698.75,1,353975,9040,2.55,9425,2.66,-610,-0.17,-63010,-0.63
356,Exit long,2025-04-08 11:00,X,18053.5,1,363015,-1945,-0.54,4130,1.14,-2415,-0.67,-64955,-0.65
356,Entry long,2025-04-08 09:15,B=1|T=20250408T1315,18150.75,1,363015,-1945,-0.54,4130,1.14,-2415,-0.67,-64955,-0.65
357,Exit long,2025-04-09 02:00,X,17102.25,1,361070,-19025,-5.27,1630,0.45,-26370,-7.30,-83980,-0.84
357,Entry long,2025-04-08 11:00,B=0|T=20250408T1500,18053.5,1,361070,-19025,-5.27,1630,0.45,-26370,-7.30,-83980,-0.84
358,Exit long,2025-04-09 22:45,X,19104.5,1,342045,40045,11.71,45690,13.36,-4695,-1.37,-43935,-0.44
358,Entry long,2025-04-09 02:00,B=1|T=20250409T0600,17102.25,1,342045,40045,11.71,45690,13.36,-4695,-1.37,-43935,-0.44
359,Exit long,2025-04-10 14:15,X,18614.75,1,382090,-9795,-2.56,1640,0.43,-23710,-6.21,-53730,-0.54
359,Entry long,2025-04-09 22:45,B=0|T=20250410T0245,19104.5,1,382090,-9795,-2.56,1640,0.43,-23710,-6.21,-53730,-0.54
360,Exit long,2025-04-10 15:15,X,18386.5,1,372295,-4565,-1.23,1200,0.32,-4650,-1.25,-58295,-0.58
360,Entry long,2025-04-10 14:15,B=1|T=20250410T1815,18614.75,1,372295,-4565,-1.23,1200,0.32,-4650,-1.25,-58295,-0.58
361,Exit long,2025-04-10 15:45,X,18483,1,367730,1930,0.52,3380,0.92,-2915,-0.79,-56365,-0.56
361,Entry long,2025-04-10 15:15,B=0|T=20250410T1915,18386.5,1,367730,1930,0.52,3380,0.92,-2915,-0.79,-56365,-0.56
362,Exit long,2025-04-10 20:15,X,18204,1,369660,-5580,-1.51,2295,0.62,-5870,-1.59,-61945,-0.62
362,Entry long,2025-04-10 15:45,B=1|T=20250410T1945,18483,1,369660,-5580,-1.51,2295,0.62,-5870,-1.59,-61945,-0.62
363,Exit long,2025-04-10 21:00,X,18277.5,1,364080,1470,0.40,1720,0.47,-2740,-0.75,-60475,-0.60
363,Entry long,2025-04-10 20:15,B=0|T=20250411T0015,18204,1,364080,1470,0.40,1720,0.47,-2740,-0.75,-60475,-0.60
364,Exit long,2025-04-11 04:15,X,18424,1,365550,2930,0.80,10350,2.83,-655,-0.18,-57545,-0.58
364,Entry long,2025-04-10 21:00,B=1|T=20250411T0100,18277.5,1,365550,2930,0.80,10350,2.83,-655,-0.18,-57545,-0.58
365,Exit long,2025-04-11 05:15,X,18439.5,1,368480,310,0.08,720,0.20,-2195,-0.60,-57235,-0.57
