kind,date,d,s,dur,vol,mult,dir,imp,rel5,r5sign,fwd1m,fwd5m,fwd15m,fwd60m,front,onesided,disp
block,2021-06-18,108,16439,3,263,,1,,,,4.5,-3.75,-12,-47,0.346,0.5817,3.653
block,2021-06-18,108,17157,4,510,,1,,,,-2.75,-5.5,-10,-40,0.2314,0.7216,3.813
block,2021-06-18,108,19353,3,540,,1,,,,-9,-20,-21.75,18,0.0963,1,3.492
block,2021-06-18,108,20049,3,251,,1,,,,-4.25,-22.5,4.75,,0.243,0.4661,2.543
block,2021-06-21,109,2696,4,506,,-1,,,,7.5,5.5,-1,-77,0.4249,0.5455,2.426
block,2021-06-21,109,4146,3,445,,1,,,,0,1.5,9,12.25,0.164,1,3.604
block,2021-06-21,109,5880,3,516,,1,,,,1.75,-7.5,-28.25,-14.5,0.2403,1,5.073
block,2021-06-21,109,8064,4,410,,-1,,,,-10.25,-9,-8.75,-10.5,0.661,0.678,3.803
block,2021-06-21,109,15149,4,1259,,1,,,,-3.25,-8.25,5.25,-18.25,0.7887,0.6283,4.138
block,2021-06-21,109,20944,3,289,,-1,,,,-0.25,1.5,-0.75,,0.3979,1,6.4
block,2021-06-22,110,3808,3,676,,1,,,,0.5,-5.25,-23.75,28,0.2411,0.6746,3.871
block,2021-06-22,110,6072,3,633,,1,,,,6.25,7.75,20.5,28.25,0.6809,0.3618,1.386
block,2021-06-22,110,6959,6,1151,,1,,,,-0.25,6.75,6.25,18.75,0.5291,0.6872,2.197
block,2021-06-22,110,19739,3,243,,1,,,,-1.75,-0.75,18.75,24.5,0.5885,0.5885,1.36
block,2021-06-22,110,20830,5,291,,1,,,,-2.25,3.5,14.25,,0.3952,0.5876,0.64
block,2021-06-22,110,20837,3,171,,1,,,,-3.5,3.25,14.75,,0.3392,0.04678,0.2667
block,2021-06-23,111,1821,3,921,,1,,,,4,-7.25,-4.75,-30.75,0.2161,0.7112,3.111
block,2021-06-23,111,4750,3,293,,-1,,,,-1.5,1.25,8.75,-7.5,0.4983,0.2799,1.923
block,2021-06-23,111,7110,3,238,,-1,,,,-3.5,-0,-13.75,-12.25,0.3866,0.008403,0.7317
block,2021-06-23,111,11409,3,413,,-1,,,,10,-1,-13.75,-32.5,0.2518,1,4.516
block,2021-06-23,111,11459,3,256,,-1,,,,8.25,-10.25,-23.75,-40,0.4414,0.5234,1.231
block,2021-06-23,111,11488,3,239,,-1,,,,-2.25,-18.25,-27.25,-41,0.3515,0.5858,1.805
block,2021-06-24,112,9950,5,351,,1,,,,-2.5,-3.75,-11,-45,0.3932,0.3048,1.263
block,2021-06-24,112,9956,3,439,,1,,,,-3.75,-3.75,-11.75,-46.5,0.4647,0.3713,1.053
block,2021-06-24,112,12133,3,167,,-1,,,,0.5,6.25,-1,44.5,0.3533,0.3653,1.6
block,2021-06-24,112,12501,4,390,,-1,,,,-0.75,-10,-7.75,14,0.6744,0.3487,1.694
block,2021-06-24,112,13862,4,644,,-1,,,,13,-3.75,1.25,-7,0.7981,0.8323,4.839
block,2021-06-24,112,13924,4,708,,-1,,,,-12.75,-17,-11.5,-17.5,0.7768,0.4746,3.913
block,2021-06-24,112,15365,3,229,,-1,,,,-3.25,4.25,-13.75,-35,0.2882,1,5
block,2021-06-24,112,15646,3,189,,-1,,,,5.75,-5.25,-16.5,-31,0.3915,1,3.664
block,2021-06-25,113,18857,4,470,,1,,,,-4.25,-6.25,-1.5,-21.25,0.2298,0.8766,2.381
block,2021-06-25,113,23100,3,1174,,-1,,,,1,-0.75,,,0.6618,1,18.18
block,2021-06-28,114,10560,4,785,,1,,,,-0.5,2.5,-2.75,-20,0.4166,0.7834,3.145
block,2021-06-28,114,10685,3,616,,1,,,,0.25,-3.25,-8,-25.25,0.1331,0.8604,3.121
block,2021-06-28,114,19393,3,272,,1,,,,3.75,3.75,25,23,0.5625,0.5956,3.39
block,2021-06-28,114,19440,3,505,,1,,,,4,0.25,17,22.75,0.1109,0.895,3.333
block,2021-06-28,114,20246,3,206,,1,,,,-0.75,-10,-10.5,,0.3204,1,1.399
block,2021-06-28,114,20435,3,226,,-1,,,,-1,10,-0.75,,0.2212,1,2.667
block,2021-06-28,114,20592,7,673,,-1,,,,0.5,-5.25,-14.75,,0.5899,0.6701,3.937
block,2021-06-29,115,12355,3,381,,1,,,,0.25,0.5,-0.75,-7.75,0.2966,1,4.034
block,2021-06-30,116,5580,3,464,,-1,,,,6,12,19,17.5,0.3621,0.0625,1.116
block,2021-06-30,116,6275,3,371,,-1,,,,0.75,2.5,11.5,4.25,0.5795,0.159,1.29
block,2021-06-30,116,10802,3,351,,-1,,,,-4.75,-14,-17.25,-23.75,0.4872,1,2.628
block,2021-06-30,116,10964,3,406,,-1,,,,-5,-19,-17.5,-20,0.2808,0.7094,2.029
block,2021-06-30,116,22021,3,282,,1,,,,-5.5,-5.75,-23.25,,0.266,0.4113,0.8
block,2021-06-30,116,23516,4,2271,,-1,,,,,,,,0.2867,1,2.52
block,2021-07-01,117,5967,5,443,,-1,,,,2.25,16.5,27.75,-12.5,0.3973,0.6569,3.015
block,2021-07-01,117,6958,3,218,,-1,,,,-5.75,-14.5,-21.25,-36.5,0.2569,0.3394,0.4848
block,2021-07-01,117,6963,6,516,,-1,,,,-10.75,-13.75,-22.5,-40,0.4767,0.3411,0.5714
block,2021-07-02,118,6781,3,234,,1,,,,-3.5,-8,4.25,32.5,0.3846,0.2308,1.939
block,2021-07-02,118,7799,4,485,,1,,,,0.75,3.75,12,24.25,0.7814,0.8907,2.122
block,2021-07-02,118,23517,3,1488,,1,,,,,,,,0.2762,0.2849,2.56
block,2021-07-06,120,3381,3,320,,-1,,,,3.25,-7.25,25,28.25,0.4313,0.7531,0.6867
block,2021-07-06,120,4049,3,390,,-1,,,,-10.25,-21.5,-31.25,-27.25,0.2769,0.4462,1.778
block,2021-07-06,120,4153,3,306,,-1,,,,-0,-8,-11.75,-9.25,0.366,1,1.25
block,2021-07-06,120,6475,3,307,,-1,,,,-4,-12.25,-12.5,64.75,0.342,0.658,2.708
block,2021-07-06,120,6479,4,571,,-1,,,,-8.5,-13,-15,62,0.7145,0.4291,1.311
block,2021-07-06,120,7080,4,424,,-1,,,,5.75,-15,-10.5,69.25,0.4387,0.3679,3.413
block,2021-07-06,120,8218,5,334,,-1,,,,9.25,1.75,2.5,46.75,0.3832,0.4281,0.4694
block,2021-07-06,120,8240,3,347,,-1,,,,3,-2.75,3.75,43.5,0.196,1,3.567
block,2021-07-06,120,8262,4,281,,-1,,,,-6.25,-8.75,4.25,39.75,0.5445,0.573,1.146
block,2021-07-06,120,9125,3,380,,-1,,,,1.75,8.25,49.25,7.25,0.4763,1,6.5
block,2021-07-06,120,9630,3,188,,-1,,,,18.25,17.25,26.5,-23.25,0.2819,1,4.545
block,2021-07-06,120,9654,3,356,,-1,,,,13,9,17.25,-31.75,0.4438,1,6.061
block,2021-07-06,120,9662,4,385,,-1,,,,7.5,11.75,12.5,-38,0.3377,1,4.174
block,2021-07-06,120,9683,3,178,,1,,,,0,-4.75,-8.5,43,0.3596,0.2809,0.3478
block,2021-07-06,120,9730,3,234,,1,,,,0.25,-11,-5.5,43.25,0.265,1,3.556
block,2021-07-06,120,10163,3,157,,-1,,,,2.5,-0.75,-12.75,-60.5,0.3503,0.3631,0.9449
block,2021-07-06,120,10261,5,521,,-1,,,,12.5,-17.75,-28.5,-69.75,0.6756,0.6008,3.048
block,2021-07-06,120,10271,5,1047,,-1,,,,4.25,-25.25,-34.25,-74.25,0.7393,0.8491,5.333
block,2021-07-06,120,10283,3,195,,-1,,,,4.25,-25.25,-32.75,-77.25,0.3795,0.3538,0
block,2021-07-06,120,10323,3,201,,-1,,,,-2.75,-33.25,-41.75,-84,0.4726,1,1.905
block,2021-07-06,120,10920,3,185,,-1,,,,4,-11,-12,-59.5,0.2757,1,4.928
block,2021-07-06,120,10924,7,710,,-1,,,,-6,-22,-24.25,-69.25,0.3,0.4845,6.087
block,2021-07-06,120,10932,3,237,,1,,,,11,23.75,23.25,69.5,0.3629,0.2743,0.5797
block,2021-07-06,120,10936,3,214,,1,,,,2,16.25,18,62,0.4159,0.7056,6.667
block,2021-07-06,120,10941,7,590,,-1,,,,-12,-23,-21.75,-67.75,0.3763,0.8034,2.484
block,2021-07-06,120,11011,3,248,,1,,,,-6.25,-4,3.75,50,0.3347,0.4113,6.667
block,2021-07-06,120,17450,4,363,,1,,,,0,1.25,8.25,16.75,0.4463,1,3.143
block,2021-07-07,121,3710,3,259,,-1,,,,-5.5,4.25,59.25,26,0.3552,0.7066,3.091
block,2021-07-07,121,3715,4,617,,1,,,,9.25,-5.5,-57.5,-23.75,0.6742,0.02755,0.1364
block,2021-07-07,121,4465,4,414,,-1,,,,2.5,-0.75,-20.5,-23.5,0.5821,0.5604,1.579
block,2021-07-07,121,4539,4,540,,-1,,,,7.25,-25,-36.25,-44.25,0.6889,1,4.179
block,2021-07-07,121,4709,3,290,,-1,,,,-9.75,-15,-27.75,-55.75,0.3655,0.269,0.362
block,2021-07-07,121,4924,3,644,,-1,,,,-10,-17.5,-16.5,-61,0.7096,0.736,3.932
block,2021-07-07,121,6256,3,207,,1,,,,7.5,4,-1.25,60.75,0.343,0.04831,0.6154
block,2021-07-07,121,8477,5,566,,1,,,,1.25,13,12.25,-9.75,0.6325,0.6272,2.197
block,2021-07-07,121,8826,3,589,,1,,,,-1.5,-12,-3,-25.75,0.4805,0.6129,2.785
block,2021-07-07,121,16440,4,349,,-1,,,,12.25,4,7.5,-1.75,0.6332,0.1232,1.579
block,2021-07-07,121,16467,4,410,,-1,,,,4.75,2,8,1.25,0.4244,0.06098,2.256
block,2021-07-07,121,16499,3,180,,-1,,,,-11.75,-12.25,-11.25,-13.75,0.3,0.4,5.26
block,2021-07-07,121,16584,3,492,,1,,,,-8,3,-3.75,-1.75,0.7703,0.7846,2.712
block,2021-07-07,121,16675,3,291,,-1,,,,-4.25,-16,-9.5,-14.75,0.2131,1,3.967
block,2021-07-07,121,16884,3,217,,1,,,,-4,-10,-12.25,-5.5,0.235,0.02304,2.276
block,2021-07-08,122,5426,4,656,,-1,,,,12,13.5,-40.5,-82.25,0.7622,0.7439,3.141
block,2021-07-08,122,6076,3,246,,-1,,,,-6.25,-13.25,-21.5,-62.5,0.4024,0.1951,2.01
block,2021-07-08,122,6666,4,391,,-1,,,,11,-3.75,15.25,-33.25,0.6598,0.289,0.8621
block,2021-07-08,122,7880,3,229,,1,,,,5,10.25,26.75,63.75,0.3581,1,2.133
block,2021-07-08,122,7888,3,573,,1,,,,0.75,4.25,22.5,57.25,0.7644,0.7417,5.067
block,2021-07-08,122,7892,4,806,,1,,,,-3,1.75,18.75,54,0.7903,0.7593,3
block,2021-07-08,122,8598,3,178,,-1,,,,-1.75,4.5,-0.75,-22,0.4045,1,1.538
block,2021-07-08,122,10890,3,227,,1,,,,1.75,13.25,21,41.25,0.2423,1,5.674
block,2021-07-08,122,15039,3,200,,1,,,,1.5,1.25,-11.25,-42.5,0.275,0.17,0.6723
block,2021-07-09,123,8287,3,223,,1,,,,-1.25,-3.25,-5.5,17,0.5112,1,2.133
block,2021-07-09,123,9044,3,880,,-1,,,,0.5,-5.5,-4.25,-21.75,0.8364,1,5.926
block,2021-07-09,123,10187,3,575,,1,,,,-1.25,-6.5,-0.25,-7,0.2487,0.7426,1.471
block,2021-07-13,125,1941,3,759,,1,,,,7,-2.25,3.75,20.75,0.2582,0.2833,2.082
block,2021-07-13,125,4706,3,235,,-1,,,,-8,-12,-8.25,-46,0.3277,1,1.106
block,2021-07-13,125,6666,3,665,,1,,,,0,14.75,10.5,5,0.2496,0.7955,1.829
block,2021-07-13,125,12840,3,548,,-1,,,,4.5,20.25,34.75,113.8,0.6478,0.8175,6.525
block,2021-07-13,125,13847,3,246,,1,,,,-13,-3.75,-14.75,-40.25,0.2154,0.1626,0.3419
block,2021-07-13,125,13859,5,327,,-1,,,,12.75,3.75,12.5,34.75,0.4251,0.3119,0.768
block,2021-07-13,125,13868,3,241,,-1,,,,12.75,-1.25,13.75,33.5,0.473,0.5602,3.15
block,2021-07-13,125,13897,7,686,,-1,,,,1,-14.75,6.5,26,0.3878,0.672,2.16
block,2021-07-13,125,13906,3,172,,1,,,,-3.75,12.5,-8.75,-26.5,0.3547,1,3.15
block,2021-07-13,125,13928,5,459,,-1,,,,-10.25,-16.5,4.5,24,0.4161,0.05011,0.8824
block,2021-07-13,125,13937,4,308,,1,,,,5.25,14.25,-6.25,-23,0.5,0.2565,0.6618
block,2021-07-13,125,13974,3,268,,1,,,,-0.25,3.5,-23.25,-29.75,0.4664,0.7425,3.235
block,2021-07-13,125,13978,3,211,,1,,,,1.25,2,-24,-27.25,0.2512,0.4976,1.832
block,2021-07-13,125,13991,3,210,,1,,,,0.25,-1.75,-21,-27.75,0.4952,0.4762,0.3306
block,2021-07-13,125,14262,3,289,,-1,,,,-2.75,12.5,20.75,15.5,0.5121,0.5917,6.562
block,2021-07-13,125,14377,4,771,,-1,,,,7.25,-1.5,37.5,-6.75,0.2542,0.8132,4.615
block,2021-07-13,125,14384,4,451,,-1,,,,-2,-5.5,32.5,-12.5,0.3969,1,6.635
block,2021-07-13,125,14391,4,413,,-1,,,,-8,-8.25,27.75,-18,0.678,0.7094,5.481
block,2021-07-13,125,14493,4,496,,1,,,,-10.75,-10,-23.5,-4.5,0.7278,0.7823,2.92
block,2021-07-13,125,14824,3,258,,-1,,,,5,21.5,13.75,-12,0.3643,0.6473,5.085
block,2021-07-13,125,14882,6,410,,1,,,,-6.25,-4,-10.75,16,0.422,0.4293,3.71
block,2021-07-13,125,15036,5,410,,-1,,,,4.75,-3.25,-5.75,-18.25,0.4927,0.5756,3.484
block,2021-07-13,125,15143,3,246,,1,,,,2,0.5,3,10,0.2683,0.2276,2.014
block,2021-07-13,125,15149,3,174,,1,,,,-0.25,-0.5,2.5,8,0.3851,0.3793,0
block,2021-07-13,125,15221,3,225,,-1,,,,12.5,-14,-10.5,-12.5,0.3422,1,6
block,2021-07-13,125,15231,3,448,,-1,,,,9.75,-22.75,-18.25,-17,0.4777,0.7723,2.333
block,2021-07-13,125,15235,5,498,,-1,,,,-2.25,-30,-25,-24.75,0.259,0.3916,4
block,2021-07-13,125,15241,3,357,,-1,,,,-3.5,-28.25,-25,-24,0.2213,0.04762,0
block,2021-07-13,125,15473,3,266,,1,,,,-0.75,-15.5,-28,-16.5,0.5,0.609,4
block,2021-07-13,125,15481,3,162,,-1,,,,-4.25,10.5,20.25,14.25,0.3457,1,5.378
block,2021-07-13,125,16060,3,204,,1,,,,-5.5,-20.25,-22.25,-11.75,0.2794,1,4.262
block,2021-07-13,125,16321,5,570,,-1,,,,10,33,-0.25,-21.5,0.5263,0.4649,4.429
block,2021-07-13,125,16450,9,941,,-1,,,,8.5,-9,-22,-45.25,0.3996,0.56,3.017
block,2021-07-13,125,16931,3,213,,-1,,,,-0.5,-4.75,-21.25,-8.75,0.3146,0.1174,0.3125
block,2021-07-13,125,17280,4,525,,-1,,,,-9.5,-13.5,-35.25,-8.5,0.7105,0.6438,4.737
block,2021-07-13,125,17822,3,440,,1,,,,13.25,17.75,10.5,-12,0.5159,0.2773,1.875
block,2021-07-13,125,17832,5,833,,1,,,,6.5,10.5,0.25,-17.5,0.7095,0.575,3.562
block,2021-07-13,125,21589,3,328,,1,,,,-2.75,-18.75,3,,0.1677,1,5.496
block,2021-07-14,126,7200,5,934,,-1,,,,19.75,4.75,34.25,3,0.6349,0.4668,4.39
block,2021-07-14,126,7276,3,288,,1,,,,4,11.25,-15,12.5,0.4132,0.3958,0.2312
block,2021-07-14,126,7979,3,490,,-1,,,,-0.5,-4.5,17.75,-32.75,0.1653,0.5306,4.34
block,2021-07-14,126,8289,3,219,,-1,,,,0.75,7.25,14.75,-42.75,0.2785,0.05936,1.067
block,2021-07-14,126,8391,3,256,,-1,,,,-6,4.25,-2,-55.5,0.2305,0.3828,2.336
block,2021-07-14,126,8586,3,218,,-1,,,,-5.75,3.75,-14.25,-49.25,0.3807,0.5413,2.791
block,2021-07-14,126,9130,6,530,,1,,,,8.75,22.75,42.25,60.25,0.4811,0.5962,1.887
block,2021-07-14,126,22645,3,406,,1,,,,-0.25,-12.75,-24,,0.4852,0.3793,7.945
block,2021-07-15,127,3570,3,349,,-1,,,,16.75,0.5,10.25,5.5,0.3152,0.2493,2.105
block,2021-07-15,127,3649,4,940,,-1,,,,-9.25,-27.5,-2,-20.75,0.6543,0.766,2.361
block,2021-07-15,127,3660,4,635,,1,,,,7.25,20.25,-5,15.25,0.411,0.5307,3.362
block,2021-07-15,127,4360,3,276,,-1,,,,2,29.25,37.75,4.25,0.3333,0.6703,2.881
block,2021-07-15,127,4478,3,433,,-1,,,,3.5,24.5,11.5,1.25,0.2102,0.5427,2.488
block,2021-07-15,127,4619,9,1729,,-1,,,,-11.5,9.25,-4,-36,0.4453,0.3673,2.491
block,2021-07-15,127,4896,3,270,,1,,,,-10.75,10.75,-3,24.5,0.3444,0.6963,3.671
block,2021-07-15,127,4983,5,497,,1,,,,15.5,16,6.25,18.5,0.5674,0.7022,3.252
block,2021-07-15,127,5014,3,294,,-1,,,,3.75,-10.75,-2,-3.75,0.3469,0.3061,0.9346
block,2021-07-15,127,5924,3,358,,1,,,,1.5,0.25,20.25,-29.5,0.2374,0.486,0.9852
block,2021-07-15,127,6347,4,402,,1,,,,1,0,3,-59.25,0.6095,1,5.029
block,2021-07-15,127,9327,3,334,,-1,,,,-8.75,-7,3.25,-19,0.1886,0.6467,3.824
block,2021-07-15,127,9346,3,209,,1,,,,-1.5,-10.75,-7.5,7.75,0.2392,0.3301,3.824
block,2021-07-15,127,9642,5,655,,-1,,,,8.5,-2,-15.75,-15.25,0.4962,0.7527,5.706
block,2021-07-15,127,9664,3,199,,-1,,,,5.25,-6.75,-19.75,-17.25,0.3116,0.4774,2.09
block,2021-07-15,127,9692,3,231,,-1,,,,-4.5,-7,-26.75,-21.25,0.4545,0.4632,0.597
block,2021-07-15,127,9767,3,850,,1,,,,-6.5,-8.25,20,9.5,0.5412,0.1776,4.311
block,2021-07-15,127,10254,4,290,,-1,,,,-5.75,-10.25,-14.25,-7,0.4828,0.03448,0.6618
block,2021-07-15,127,13770,4,283,,1,,,,-10.75,-19.75,-36.25,-28.25,0.5936,1,4.651
block,2021-07-15,127,13924,3,275,,-1,,,,-5.5,-13.75,13,-2.5,0.4509,0.3964,0.2837
block,2021-07-15,127,14542,5,321,,1,,,,6.25,-10,-9.5,4.5,0.352,0.2087,1.289
block,2021-07-15,127,14679,3,290,,1,,,,-1,-1.75,2.75,15.75,0.231,0.02069,0.8696
block,2021-07-15,127,16018,9,831,,-1,,,,-0.25,4.5,-18,-55.25,0.5704,0.42,2.72
block,2021-07-15,127,16030,4,373,,-1,,,,2,1.75,-19.5,-57,0.5603,0.1984,2.326
block,2021-07-15,127,16680,3,183,,1,,,,1,-1.25,17.75,41,0.4098,0.4536,1.212
block,2021-07-15,127,18145,3,244,,-1,,,,-3.75,-2.25,14.5,-32.5,0.3115,0.6148,3.385
block,2021-07-16,128,2628,3,424,,-1,,,,3,-1.5,21.25,42,0.375,1,2.449
block,2021-07-16,128,3243,3,303,,1,,,,-11.5,-10,-4.75,-31,0.2904,0.4191,0.6452
block,2021-07-16,128,5776,4,400,,-1,,,,2,1,12.25,-7.25,0.6125,0.4075,1.765
block,2021-07-16,128,5795,4,613,,-1,,,,-0.75,-3.25,3.75,-10.5,0.6607,0.3214,0.4813
block,2021-07-16,128,5824,3,293,,1,,,,-11.75,-4.5,-9.75,11.75,0.3242,0.3106,3.818
block,2021-07-16,128,5885,3,445,,-1,,,,-11.5,-15.75,-6.25,-20.75,0.4607,1,3.721
block,2021-07-16,128,6333,4,555,,-1,,,,-0.5,-12.5,-10,-33.5,0.6234,0.6432,3.812
block,2021-07-16,128,7031,3,228,,-1,,,,-13.75,0.75,-10.5,-48.25,0.3991,1,4.308
block,2021-07-16,128,8029,3,310,,-1,,,,2.75,19.75,-15.25,-26,0.4613,0.3677,4.819
block,2021-07-16,128,8316,3,766,,-1,,,,5,-13.5,-34.25,-44,0.2102,0.6449,5.823
block,2021-07-16,128,8324,4,474,,-1,,,,1,-16.75,-38.75,-46.25,0.4494,0.2363,3.228
block,2021-07-16,128,8331,6,638,,-1,,,,-2.5,-22.25,-43.5,-50.75,0.5596,1,3.038
block,2021-07-16,128,8341,4,275,,1,,,,5.5,19,40.5,48.5,0.5891,0.1782,1.875
block,2021-07-16,128,9214,3,182,,1,,,,2.75,11.5,19.25,21.75,0.4176,0.4286,3.019
block,2021-07-16,128,10199,3,202,,1,,,,-1.5,-4.5,-8.5,16.25,0.3267,1,3.056
block,2021-07-16,128,18479,4,967,,1,,,,-1.75,-1.25,-17.5,-49.5,0.8883,0.6215,6.4
block,2021-07-16,128,18484,3,293,,1,,,,-5.75,-5.75,-20.5,-53,0.256,0.6587,5.191
block,2021-07-16,128,20158,3,303,,-1,,,,3.25,-0,-20.25,,0.2244,1,2.4
block,2021-07-19,129,5858,4,526,,1,,,,-4.75,2,-14.5,-48.75,0.6521,0.4734,1.227
block,2021-07-19,129,9313,6,714,,-1,,,,0.25,4,-7,28.5,0.549,0.5546,2.794
block,2021-07-19,129,11013,3,901,,1,,,,-9.5,-19.75,-29,-47.75,0.8147,0.6293,4.557
block,2021-07-19,129,11695,3,561,,-1,,,,-1.25,-1.75,-10.25,-14.25,0.4403,0.8182,8.12
block,2021-07-19,129,12231,3,248,,1,,,,-6.25,-10,-0.5,4,0.2419,0.08871,3.852
block,2021-07-19,129,14829,3,253,,1,,,,4.25,13,12,23.5,0.2806,1,6.316
block,2021-07-19,129,21776,3,592,,1,,,,-8.5,-14.25,-1.5,,0.1993,0.4932,7.579
block,2021-07-20,130,6000,3,433,,1,,,,-3.25,-1.75,6,49.25,0.2864,1,4.061
block,2021-07-20,130,13213,3,182,,-1,,,,0.75,-4.5,-17.5,-31.5,0.4451,1,2.857
block,2021-07-20,130,13218,4,269,,1,,,,-2.5,3.25,15.25,30.5,0.5279,0.4126,0.8571
block,2021-07-20,130,20779,4,904,,1,,,,-0.5,-7.25,-7.75,,0.6704,0.6659,4.43
block,2021-07-20,130,21476,3,746,,-1,,,,-1.75,-4.25,4.5,,0.4558,0.8123,6.269
block,2021-07-21,131,12493,3,320,,-1,,,,1.25,1.75,-6,-31.25,0.4906,0.7406,2.121
block,2021-07-21,131,12849,3,585,,-1,,,,-1.5,-9.5,-18.75,-35.75,0.6581,0.7863,9.647
block,2021-07-22,132,9502,4,347,,1,,,,0.25,-8,-23.25,19.25,0.6772,0.219,1.049
block,2021-07-22,132,9697,3,276,,-1,,,,4.75,1.25,13.75,-24.25,0.4601,0.558,3.39
block,2021-07-22,132,9898,3,180,,-1,,,,-6.25,-13.75,-5,-35.5,0.2778,0.3556,3.007
block,2021-07-22,132,16008,3,186,,1,,,,-1.5,-5.5,-5.75,2.75,0.328,1,4.483
block,2021-07-22,132,19856,3,365,,1,,,,-1.75,-2,-7.5,3.75,0.5288,0.6329,1.449
block,2021-07-23,133,2937,4,1045,,-1,,,,-5.25,10.5,-6.5,-37.25,0.7321,0.5828,0.3523
block,2021-07-23,133,6364,3,346,,1,,,,2,13.5,32.75,39,0.3931,0.7023,1.961
block,2021-07-23,133,7611,6,820,,-1,,,,-3.25,-5.5,-16.5,-12.75,0.7549,0.8329,2.041
block,2021-07-23,133,8904,3,296,,1,,,,-6.25,-14.5,-13.25,1,0.2635,1,3.529
block,2021-07-23,133,13821,3,233,,1,,,,5.25,10.25,1.5,10.75,0.2833,1,3.419
block,2021-07-27,135,1800,4,883,,-1,,,,2,-6.25,40.25,121.5,0.6376,1,4.783
block,2021-07-27,135,2237,4,703,,-1,,,,0.75,13.75,54.25,110.2,0.5107,0.5619,1.961
block,2021-07-27,135,2826,3,411,,-1,,,,-3.75,-6.5,-21.75,59.5,0.3114,0.1533,1.825
block,2021-07-27,135,2833,3,458,,-1,,,,-3.75,-11.5,-29.25,52.75,0.4039,1,2.526
block,2021-07-27,135,2844,3,438,,1,,,,-0.75,5.5,18.25,-58.25,0.2443,1,3.228
block,2021-07-27,135,3211,3,557,,1,,,,8,7.5,-44.25,-101.8,0.3411,0.09874,2.281
block,2021-07-27,135,3802,3,453,,-1,,,,9,29.25,34.25,104,0.351,0.6358,3.866
block,2021-07-27,135,4129,3,421,,-1,,,,-2.75,8.25,5.25,87,0.3088,1,2.232
block,2021-07-27,135,4138,4,743,,-1,,,,-12.25,-6.75,-3.5,76.25,0.3755,0.4616,3.268
block,2021-07-27,135,4411,3,329,,-1,,,,-5.25,-16.75,-9.5,60.75,0.3374,0.3982,3.801
block,2021-07-27,135,4933,3,315,,-1,,,,-5.5,19.25,1,62.75,0.3714,1,2.51
block,2021-07-27,135,5060,4,1430,,-1,,,,2.75,-29,-18,34,0.4434,1,5.247
block,2021-07-27,135,5126,3,587,,1,,,,5.75,28.75,6.5,-30,0.6542,0.3083,1.579
block,2021-07-27,135,5135,3,448,,-1,,,,-3.75,-27,-0.5,31,0.529,0.05804,0.8772
block,2021-07-27,135,5280,3,360,,1,,,,9.75,8.25,-6.5,-51.25,0.3444,1,3.223
block,2021-07-27,135,5834,3,376,,-1,,,,-6,15,52.5,89.25,0.2234,0.4202,1.327
block,2021-07-27,135,6475,3,298,,-1,,,,2,26.25,28.5,61.25,0.3792,0.7013,1.991
block,2021-07-27,135,6524,3,713,,-1,,,,13.25,13.5,29,57.75,0.5259,0.6971,3.516
block,2021-07-27,135,6548,4,529,,-1,,,,1.5,4,20,48,0.6938,0.3875,2.563
block,2021-07-27,135,6570,5,401,,1,,,,3.25,-1,-16.25,-41,0.4838,0.04738,0.4824
block,2021-07-27,135,6669,4,716,,-1,,,,8.5,1.25,21.5,36.75,0.331,1,4.508
block,2021-07-27,135,7286,3,284,,1,,,,0.25,-24,-26.25,-12,0.3415,0.3099,2.172
block,2021-07-27,135,7310,3,385,,1,,,,-6.5,-23.75,-30.25,-13.25,0.2156,0.1896,0.362
block,2021-07-27,135,7411,3,311,,-1,,,,-1.75,24,7,-1,0.4341,0.3698,2.412
block,2021-07-27,135,7509,3,236,,1,,,,-17.25,-30.75,-19.25,-15.5,0.2797,1,4.681
block,2021-07-27,135,7540,6,934,,-1,,,,4.5,17.75,-5.75,6.5,0.6092,0.6028,3.298
block,2021-07-27,135,7551,5,377,,-1,,,,2,11,-13.25,7.75,0.4615,0.2732,1.532
block,2021-07-27,135,7560,3,397,,-1,,,,1,3,-12.25,6.5,0.4912,0.4761,1.837
block,2021-07-27,135,7860,4,566,,1,,,,-5.75,-8,22.25,-1.25,0.6961,0.6502,3.375
block,2021-07-27,135,7931,3,527,,-1,,,,-15.5,-22.5,-44,-23,0.482,0.4649,2.653
block,2021-07-27,135,7955,4,348,,1,,,,22.75,25,37.5,16,0.5402,0.4828,0.9184
block,2021-07-27,135,7996,3,222,,1,,,,5,8.75,13.75,-0.25,0.2928,0.6126,3.699
block,2021-07-27,135,8001,4,334,,-1,,,,-5,-5.5,-13.75,-0.25,0.491,0.01796,0.5202
block,2021-07-27,135,8008,6,554,,1,,,,0.5,-0.5,10.25,-2,0.5722,0.6462,2.428
block,2021-07-27,135,8159,3,360,,-1,,,,-15.5,-22.75,-20,-24,0.2611,0.2333,0.2321
block,2021-07-27,135,9445,5,862,,-1,,,,-0,-28.25,-32.75,-0,0.5464,0.6172,2.4
block,2021-07-27,135,9453,3,316,,1,,,,1,22.75,33.25,0.75,0.3734,0.01899,1.333
block,2021-07-27,135,9458,3,271,,-1,,,,-0,-25.75,-33.5,-1.5,0.2177,0.5646,1.6
